"target_end_date","q2.5","q10","q20","q25","q35","q50","q65","q75","q80","q90","q97.5","q5","median","q95","forecast_date","location"
"2020-12-28",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-01,"GE"
"2020-12-29",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-01,"GE"
"2020-12-30",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-01,"GE"
"2020-12-31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-01,"GE"
"2021-01-01",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-01,"GE"
"2021-01-02",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-01,"GE"
"2021-01-03",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-02-01,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-01,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2021-02-01,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-01,"GE"
"2021-01-07",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-01,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-02-01,"GE"
"2021-01-09",2,2,2,2,2,2,2,2,2,3,4,2,2,3,2021-02-01,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,4,4,5,3,3,4,2021-02-01,"GE"
"2021-01-11",2,2,2,2,2,2,2,3,3,3,4,2,2,3.04999999999995,2021-02-01,"GE"
"2021-01-12",1,1,1,1,1,1,2,2,2,2,3,1,1,3,2021-02-01,"GE"
"2021-01-13",2,2,2,2,2,2,3,3,3,3.10000000000002,4,2,2,4,2021-02-01,"GE"
"2021-01-14",2,2,2,2,2,2,3,3,3,4,5,2,2,4,2021-02-01,"GE"
"2021-01-15",3,3,3,3,3,4,4,4,4,5,6,3,4,5,2021-02-01,"GE"
"2021-01-16",4,4,4,4,4,5,5,5,6,6,7,4,5,7,2021-02-01,"GE"
"2021-01-17",0,0,0,0,0,1,1,2,2,2,4,0,1,3,2021-02-01,"GE"
"2021-01-18",4,4,4,4,5,5,5,6,6,7,8,4,5,7,2021-02-01,"GE"
"2021-01-19",4,4,4,4,5,5,6,6,6,7,8.02499999999998,4,5,8,2021-02-01,"GE"
"2021-01-20",3,3,3,4,4,4,5,5,6,7,8,3,4,7,2021-02-01,"GE"
"2021-01-21",3,3,4,4,4,5,5,6,6,7,9,3,5,8,2021-02-01,"GE"
"2021-01-22",2,2,3,3,3,4,5,5,6,7,9,2,4,8,2021-02-01,"GE"
"2021-01-23",0,1,1,1,2,2,3,4,4,5,7,0,2,6,2021-02-01,"GE"
"2021-01-24",2,3,3,3,4,5,6,6,7,8,10,2,5,9,2021-02-01,"GE"
"2021-01-25",2,3,4,4,4,5,6,7,7,9,11,2,5,10,2021-02-01,"GE"
"2021-01-26",4,5,6,6,7,8,9,10,10,12,14,5,8,13,2021-02-01,"GE"
"2021-01-27",1,1,2,3,3,4,5,6,7,8,12,1,4,10,2021-02-01,"GE"
"2021-01-28",1,2,3,3,4,5,6,7,8,10,14,1,5,11,2021-02-01,"GE"
"2021-01-29",1,2,3,3,4,5,6,8,8,10,14,1,5,12,2021-02-01,"GE"
"2021-01-30",1,2,3,3,4,5,7,8,9,11,15.025,1,5,13,2021-02-01,"GE"
"2021-01-31",1,2,3,3,4,6,7,8,9,12,16.025,1,6,14.05,2021-02-01,"GE"
"2021-02-01",1,2,3,4,5,6,8,9,10,12,18,1,6,15,2021-02-01,"GE"
"2020-12-29",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-02,"GE"
"2020-12-30",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-02,"GE"
"2020-12-31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-02,"GE"
"2021-01-01",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-02,"GE"
"2021-01-02",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-02,"GE"
"2021-01-03",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-02,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-02,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2021-02-02,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-02,"GE"
"2021-01-07",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-02,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-02-02,"GE"
"2021-01-09",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-02,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-02,"GE"
"2021-01-11",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-02,"GE"
"2021-01-12",1,1,1,1,1,1,1,1,2,2,3,1,1,2,2021-02-02,"GE"
"2021-01-13",2,2,2,2,2,2,2,3,3,3,4,2,2,3,2021-02-02,"GE"
"2021-01-14",2,2,2,2,2,2,2,3,3,3,4,2,2,3,2021-02-02,"GE"
"2021-01-15",3,3,3,3,3,3,4,4,4,4,5,3,3,5,2021-02-02,"GE"
"2021-01-16",4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-02-02,"GE"
"2021-01-17",0,0,0,0,0,0,1,1,1,2,3,0,0,2,2021-02-02,"GE"
"2021-01-18",4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-02-02,"GE"
"2021-01-19",4,4,4,4,4,5,5,5,6,6,7,4,5,7,2021-02-02,"GE"
"2021-01-20",3,3,3,3,3,4,4,4,5,5,7,3,4,6,2021-02-02,"GE"
"2021-01-21",3,3,3,3,3,4,4,5,5,6,7,3,4,7,2021-02-02,"GE"
"2021-01-22",2,2,2,2,3,3,4,4,4,5,6,2,3,6,2021-02-02,"GE"
"2021-01-23",0,0,0,0,1,1,2,2,3,4,6,0,1,5,2021-02-02,"GE"
"2021-01-24",2,2,2,3,3,3,4,5,5,6,8,2,3,7,2021-02-02,"GE"
"2021-01-25",2,2,2,3,3,4,4,5,5,6,9,2,4,8,2021-02-02,"GE"
"2021-01-26",4,4,5,5,5,6,7,7,7,9,11,4,6,10,2021-02-02,"GE"
"2021-01-27",0,1,1,1,2,2,3,4,4,5,8,0,2,6,2021-02-02,"GE"
"2021-01-28",0,1,1,1,2,3,4,4,5,6,8.02499999999998,0,3,7,2021-02-02,"GE"
"2021-01-29",0,1,1,2,2,3,4,4,5,6,8,0,3,7,2021-02-02,"GE"
"2021-01-30",0,1,1,2,2,3,4,5,5,6,9,0,3,8,2021-02-02,"GE"
"2021-01-31",0,1,1,2,2,3,4,5,6,7,10,0,3,8,2021-02-02,"GE"
"2021-02-01",0,1,2,2,2,3,4,5,6,7,11,0,3,9,2021-02-02,"GE"
"2021-02-02",0,1,2,2,3,3,5,5,6,8,11,1,3,10,2021-02-02,"GE"
"2020-12-30",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-03,"GE"
"2020-12-31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-03,"GE"
"2021-01-01",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-03,"GE"
"2021-01-02",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-03,"GE"
"2021-01-03",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-03,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-03,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2021-02-03,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-03,"GE"
"2021-01-07",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-03,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-02-03,"GE"
"2021-01-09",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-03,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-03,"GE"
"2021-01-11",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-03,"GE"
"2021-01-12",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2021-02-03,"GE"
"2021-01-13",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-03,"GE"
"2021-01-14",2,2,2,2,2,2,2,2,3,3,4,2,2,3,2021-02-03,"GE"
"2021-01-15",3,3,3,3,3,3,3,3,4,4,5,3,3,4,2021-02-03,"GE"
"2021-01-16",4,4,4,4,4,4,4,5,5,5,6,4,4,6,2021-02-03,"GE"
"2021-01-17",0,0,0,0,0,0,0,1,1,1,2,0,0,2,2021-02-03,"GE"
"2021-01-18",4,4,4,4,4,4,5,5,5,5,6,4,4,6,2021-02-03,"GE"
"2021-01-19",4,4,4,4,4,4,5,5,5,5,6.02499999999998,4,4,6,2021-02-03,"GE"
"2021-01-20",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-03,"GE"
"2021-01-21",3,3,3,3,3,3,4,4,4,5,6,3,3,5.04999999999995,2021-02-03,"GE"
"2021-01-22",2,2,2,2,2,3,3,3,4,4,5,2,3,5,2021-02-03,"GE"
"2021-01-23",0,0,0,0,0,1,1,2,2,2,3,0,1,3,2021-02-03,"GE"
"2021-01-24",2,2,2,2,2,3,3,4,4,4,6,2,3,5,2021-02-03,"GE"
"2021-01-25",2,2,2,2,2,3,3,4,4,5,6,2,3,5,2021-02-03,"GE"
"2021-01-26",4,4,4,4,5,5,6,6,6,7,9,4,5,8,2021-02-03,"GE"
"2021-01-27",0,0,0,1,1,1,2,2,2,3,5,0,1,4,2021-02-03,"GE"
"2021-01-28",0,0,0,1,1,1,2,2,3,4,6,0,1,5,2021-02-03,"GE"
"2021-01-29",0,0,1,1,1,2,2,3,3,4,6,0,2,5,2021-02-03,"GE"
"2021-01-30",0,0,1,1,1,2,3,3,3,4.10000000000002,6,0,2,5,2021-02-03,"GE"
"2021-01-31",0,0,1,1,1,2,3,3,4,5,7,0,2,6,2021-02-03,"GE"
"2021-02-01",0,0,1,1,2,2,3,4,4,5,7,0,2,6,2021-02-03,"GE"
"2021-02-02",1,1,2,2,3,3,4,5,5,6,8.02499999999998,1,3,7,2021-02-03,"GE"
"2021-02-03",0,0,1,1,2,2,3,4,4,6,8,0,2,7,2021-02-03,"GE"
"2020-12-31",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-04,"GE"
"2021-01-01",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-04,"GE"
"2021-01-02",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-04,"GE"
"2021-01-03",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-04,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-04,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2021-02-04,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-04,"GE"
"2021-01-07",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-04,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-02-04,"GE"
"2021-01-09",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-04,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-04,"GE"
"2021-01-11",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-04,"GE"
"2021-01-12",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2021-02-04,"GE"
"2021-01-13",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-04,"GE"
"2021-01-14",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-04,"GE"
"2021-01-15",3,3,3,3,3,3,3,3,3,4,5,3,3,4,2021-02-04,"GE"
"2021-01-16",5,5,5,5,5,5,5,5,6,6,7,5,5,6,2021-02-04,"GE"
"2021-01-17",0,0,0,0,0,0,0,1,1,1,2,0,0,1,2021-02-04,"GE"
"2021-01-18",4,4,4,4,4,4,4,5,5,5,6,4,4,6,2021-02-04,"GE"
"2021-01-19",4,4,4,4,4,4,4,5,5,5,6,4,4,6,2021-02-04,"GE"
"2021-01-20",3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-02-04,"GE"
"2021-01-21",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-04,"GE"
"2021-01-22",2,2,2,2,2,2,3,3,3,4,5,2,2,4,2021-02-04,"GE"
"2021-01-23",0,0,0,0,0,1,1,1,1,2,3,0,1,3,2021-02-04,"GE"
"2021-01-24",2,2,2,2,2,3,3,3,4,4,5,2,3,5,2021-02-04,"GE"
"2021-01-25",3,3,3,3,3,4,4,5,5,5,7,3,4,6,2021-02-04,"GE"
"2021-01-26",4,4,4,4,4,5,5,6,6,7,8,4,5,7,2021-02-04,"GE"
"2021-01-27",0,0,0,0,1,1,1,2,2,3,5,0,1,4,2021-02-04,"GE"
"2021-01-28",0,0,0,0,1,1,2,2,2,3,5,0,1,4,2021-02-04,"GE"
"2021-01-29",0,0,0,0,1,1,2,2,3,3,5,0,1,4,2021-02-04,"GE"
"2021-01-30",2,2,2,3,3,4,4,5,5,6,8,2,4,7,2021-02-04,"GE"
"2021-01-31",0,0,0,1,1,2,2,3,3,5,7,0,2,6,2021-02-04,"GE"
"2021-02-01",0,0,1,1,1,2,3,3,4,5,7,0,2,6,2021-02-04,"GE"
"2021-02-02",1,1,2,2,2,3,4,4,5,6,8,1,3,7,2021-02-04,"GE"
"2021-02-03",0,0,1,1,2,2,3,4,4,5,8,0,2,7,2021-02-04,"GE"
"2021-02-04",0,0,1,1,2,2,3,4,4,6,9,0,2,7,2021-02-04,"GE"
"2021-01-01",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-02-05,"GE"
"2021-01-02",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-02-05,"GE"
"2021-01-03",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-05,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-05,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-05,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-05,"GE"
"2021-01-07",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-05,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-02-05,"GE"
"2021-01-09",2,2,2,2,2,2,2,2,2,2,3,2,2,2.04999999999995,2021-02-05,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-05,"GE"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-05,"GE"
"2021-01-12",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2021-02-05,"GE"
"2021-01-13",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-05,"GE"
"2021-01-14",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-05,"GE"
"2021-01-15",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-05,"GE"
"2021-01-16",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-02-05,"GE"
"2021-01-17",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-05,"GE"
"2021-01-18",4,4,4,4,4,4,4,4,5,5,5,4,4,5,2021-02-05,"GE"
"2021-01-19",4,4,4,4,4,4,4,4,5,5,6,4,4,5,2021-02-05,"GE"
"2021-01-20",3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-02-05,"GE"
"2021-01-21",3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-02-05,"GE"
"2021-01-22",2,2,2,2,2,2,3,3,3,3,4,2,2,4,2021-02-05,"GE"
"2021-01-23",0,0,0,0,0,0,1,1,1,1,2,0,0,2,2021-02-05,"GE"
"2021-01-24",2,2,2,2,2,2,3,3,3,4,4.02499999999998,2,2,4,2021-02-05,"GE"
"2021-01-25",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-05,"GE"
"2021-01-26",4,4,4,4,4,4,5,5,5,6,7,4,4,6.04999999999995,2021-02-05,"GE"
"2021-01-27",0,0,0,0,0,1,1,1,2,2,3,0,1,3,2021-02-05,"GE"
"2021-01-28",0,0,0,0,0,1,1,2,2,2,4,0,1,3,2021-02-05,"GE"
"2021-01-29",0,0,0,0,0,1,1,2,2,3,4,0,1,3,2021-02-05,"GE"
"2021-01-30",2,2,2,2,3,3,3,4,4,5,6,2,3,6,2021-02-05,"GE"
"2021-01-31",0,0,0,0,1,1,2,2,2,3,5,0,1,4,2021-02-05,"GE"
"2021-02-01",0,0,0,1,1,1,2,2,3,4,5,0,1,4,2021-02-05,"GE"
"2021-02-02",2,2,2,3,3,3,4,5,5,6,8,2,3,7,2021-02-05,"GE"
"2021-02-03",2,2,3,3,3,4,4,5,5,6,8,2,4,7.04999999999995,2021-02-05,"GE"
"2021-02-04",0,0,1,1,1,2,3,3,4,5,7,0,2,5.04999999999995,2021-02-05,"GE"
"2021-02-05",0,0,1,1,2,2,3,3,4,5,7,0,2,6,2021-02-05,"GE"
"2021-01-02",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-02-06,"GE"
"2021-01-03",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-06,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-06,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2021-02-06,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-06,"GE"
"2021-01-07",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-06,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-02-06,"GE"
"2021-01-09",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-06,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-06,"GE"
"2021-01-11",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-06,"GE"
"2021-01-12",1,1,1,1,1,1,1,1,1,2,3,1,1,2,2021-02-06,"GE"
"2021-01-13",2,2,2,2,2,2,2,2,3,3,4,2,2,3,2021-02-06,"GE"
"2021-01-14",2,2,2,2,2,2,2,3,3,3,4,2,2,4,2021-02-06,"GE"
"2021-01-15",3,3,3,3,3,3,3,4,4,4,5,3,3,4,2021-02-06,"GE"
"2021-01-16",5,5,5,5,5,5,5,6,6,6,7,5,5,7,2021-02-06,"GE"
"2021-01-17",0,0,0,0,0,0,0,1,1,1,2,0,0,2,2021-02-06,"GE"
"2021-01-18",4,4,4,4,4,4,4,5,5,5,6,4,4,6,2021-02-06,"GE"
"2021-01-19",4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-02-06,"GE"
"2021-01-20",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-06,"GE"
"2021-01-21",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-06,"GE"
"2021-01-22",2,2,2,2,2,3,3,3,3.20000000000005,4,5,2,3,5,2021-02-06,"GE"
"2021-01-23",0,0,0,0,0,1,1,1,2,2,4,0,1,3,2021-02-06,"GE"
"2021-01-24",2,2,2,2,2,3,3,3,4,4,6,2,3,5,2021-02-06,"GE"
"2021-01-25",3,3,3,3,3,4,4,5,5,6,7.02499999999998,3,4,7,2021-02-06,"GE"
"2021-01-26",4,4,4,4,5,5,6,6,6,7,8.02499999999998,4,5,8,2021-02-06,"GE"
"2021-01-27",0,0,0,0,1,1,2,2,3,4,6,0,1,5,2021-02-06,"GE"
"2021-01-28",0,0,0,1,1,1,2,3,3,4,6,0,1,5,2021-02-06,"GE"
"2021-01-29",0,0,0,1,1,2,2,3,3,4,7,0,2,5,2021-02-06,"GE"
"2021-01-30",2,2,3,3,3,4,5,5,6,7,9,2,4,8,2021-02-06,"GE"
"2021-01-31",0,0,1,1,1,2,3,4,4,5,8,0,2,7,2021-02-06,"GE"
"2021-02-01",0,0,1,1,2,2,3,4,4,6,8.02499999999998,0,2,7,2021-02-06,"GE"
"2021-02-02",2,2,3,3,4,4,5,6,7,8,11,2,4,10,2021-02-06,"GE"
"2021-02-03",2,3,3,3,4,5,6,7,7,8,12,2,5,10,2021-02-06,"GE"
"2021-02-04",0,1,1,2,2,3,4,5,5,7,10.025,0,3,8,2021-02-06,"GE"
"2021-02-05",0,1,1,1,2,3,4,5,5,7,11,0,3,9,2021-02-06,"GE"
"2021-02-06",0,1,1,2,2,3,4,5,6,7,12,0,3,10,2021-02-06,"GE"
"2021-01-03",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-07,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-07,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-07,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-07,"GE"
"2021-01-07",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-07,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,5,5.02499999999998,5,5,5,2021-02-07,"GE"
"2021-01-09",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-07,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,3,3,4,3,3,3.04999999999995,2021-02-07,"GE"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-07,"GE"
"2021-01-12",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2021-02-07,"GE"
"2021-01-13",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-07,"GE"
"2021-01-14",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-07,"GE"
"2021-01-15",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-07,"GE"
"2021-01-16",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-02-07,"GE"
"2021-01-17",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-07,"GE"
"2021-01-18",4,4,4,4,4,4,4,4,5,5,6,4,4,5,2021-02-07,"GE"
"2021-01-19",4,4,4,4,4,4,4,4,5,5,6,4,4,5,2021-02-07,"GE"
"2021-01-20",3,3,3,3,3,3,3,4,4,4,5,3,3,4,2021-02-07,"GE"
"2021-01-21",3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-02-07,"GE"
"2021-01-22",2,2,2,2,2,2,2,3,3,3,4,2,2,4,2021-02-07,"GE"
"2021-01-23",0,0,0,0,0,0,1,1,1,1,2,0,0,2,2021-02-07,"GE"
"2021-01-24",2,2,2,2,2,2,3,3,3,4,4,2,2,4,2021-02-07,"GE"
"2021-01-25",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-07,"GE"
"2021-01-26",4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-02-07,"GE"
"2021-01-27",0,0,0,0,0,1,1,1,2,2,3.02499999999998,0,1,3,2021-02-07,"GE"
"2021-01-28",0,0,0,0,0,1,1,1,2,2,4,0,1,3,2021-02-07,"GE"
"2021-01-29",0,0,0,0,0,1,1,2,2,3,4,0,1,3.04999999999995,2021-02-07,"GE"
"2021-01-30",2,2,2,2,3,3,4,4,4,5,6,2,3,6,2021-02-07,"GE"
"2021-01-31",0,0,0,1,1,1,2,2,3,4,5,0,1,4,2021-02-07,"GE"
"2021-02-01",0,0,0,1,1,1,2,3,3,4,6,0,1,5,2021-02-07,"GE"
"2021-02-02",2,2,3,3,3,4,4,5,5,6,9,2,4,8,2021-02-07,"GE"
"2021-02-03",2,2,3,3,3,4,5,5,6,7,9,2,4,8,2021-02-07,"GE"
"2021-02-04",0,0,1,1,1,2,3,4,4,6,8,0,2,7,2021-02-07,"GE"
"2021-02-05",0,0,1,1,2,3,3,4,5,6,9,0,3,7,2021-02-07,"GE"
"2021-02-06",0,0,1,1,2,3,3,4,4,6,9,0,3,8,2021-02-07,"GE"
"2021-02-07",0,1,1,1,2,3,4,4,5,6,9,0,3,8,2021-02-07,"GE"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-08,"GE"
"2021-01-05",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-08,"GE"
"2021-01-06",3,3,3,3,3,3,3,3,3,3,3.02499999999998,3,3,3,2021-02-08,"GE"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-08,"GE"
"2021-01-08",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-02-08,"GE"
"2021-01-09",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-08,"GE"
"2021-01-10",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-08,"GE"
"2021-01-11",3,3,3,3,3,3,3,3,3,4,5,3,3,4,2021-02-08,"GE"
"2021-01-12",1,1,1,1,1,1,1,1.25,2,2,3,1,1,2,2021-02-08,"GE"
"2021-01-13",2,2,2,2,2,2,2,3,3,3,4,2,2,4,2021-02-08,"GE"
"2021-01-14",3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-02-08,"GE"
"2021-01-15",4,4,4,4,4,4,5,5,5,6,6,4,4,6,2021-02-08,"GE"
"2021-01-16",5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-02-08,"GE"
"2021-01-17",0,0,0,0,0,0,1,1,1,2,3,0,0,2,2021-02-08,"GE"
"2021-01-18",5,5,5,5,5,5,6,6,6,7,8,5,5,8,2021-02-08,"GE"
"2021-01-19",5,5,5,5,5,6,6,6,7,7,8,5,6,8,2021-02-08,"GE"
"2021-01-20",3,3,3,3,3,4,4,4,5,5,7,3,4,6,2021-02-08,"GE"
"2021-01-21",4,4,4,4,4,5,5,6,6,7,8,4,5,7,2021-02-08,"GE"
"2021-01-22",3,3,3,3,3,4,4,5,5,6,8,3,4,7,2021-02-08,"GE"
"2021-01-23",0,0,0,0,0,1,1,2,2,3,5,0,1,4,2021-02-08,"GE"
"2021-01-24",2,2,2,2,3,3,4,4,4,5,7,2,3,7,2021-02-08,"GE"
"2021-01-25",3,3,3,3,4,4,5,5,6,7,9,3,4,8,2021-02-08,"GE"
"2021-01-26",4,4,4,4,5,5,6,6,7,8,11,4,5,10,2021-02-08,"GE"
"2021-01-27",1,1,1,1,2,2,3,4,4,5,8,1,2,7,2021-02-08,"GE"
"2021-01-28",0,0,0,1,1,2,2,3,3,4,7,0,2,6,2021-02-08,"GE"
"2021-01-29",0,0,1,1,1,2,3,3,4,5,8,0,2,6.04999999999995,2021-02-08,"GE"
"2021-01-30",3,3,4,4,4,5,6,6,7,8,11,3,5,10,2021-02-08,"GE"
"2021-01-31",0,0,1,1,1,2,3,4,4,6,9,0,2,7,2021-02-08,"GE"
"2021-02-01",0,0,1,1,2,2,3,4,5,6,11,0,2,9,2021-02-08,"GE"
"2021-02-02",2,2,3,3,4,5,6,7,7,9,13,2,5,11.05,2021-02-08,"GE"
"2021-02-03",3,4,4,5,5,6,7,8,9,11,15.025,3,6,13,2021-02-08,"GE"
"2021-02-04",1,2,2,3,3,4,6,6,7,9,13.025,1,4,11,2021-02-08,"GE"
"2021-02-05",0,1,2,2,3,4,5,6,7,9,16,0,4,12,2021-02-08,"GE"
"2021-02-06",0,1,2,2,3,4,5,6,7,10,15.025,0,4,13,2021-02-08,"GE"
"2021-02-07",0,1,2,2,3,4,5,7,8,10,16,1,4,13,2021-02-08,"GE"
