"target_end_date","q2.5","q10","q20","q25","q35","q50","q65","q75","q80","q90","q97.5","q5","median","q95","forecast_date","location"
"2021-03-29",9,9,9,9,9,9,9,9,10,10,10,9,9,10,2021-04-17,"GE"
"2021-03-30",4,4,4,4,4,4,4,5,5,5,6,4,4,5,2021-04-17,"GE"
"2021-03-31",3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-04-17,"GE"
"2021-04-01",2,2,2,2,2,2,3,3,3,3,4,2,2,4,2021-04-17,"GE"
"2021-04-02",12,12,12,12,12,12,13,13,13,14,15,12,12,14,2021-04-17,"GE"
"2021-04-03",5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-04-17,"GE"
"2021-04-04",5,5,5,5,5,6,6,6,6.20000000000005,7,8,5,6,8,2021-04-17,"GE"
"2021-04-05",7,7,7,7,7,8,8,9,9,9,10,7,8,10,2021-04-17,"GE"
"2021-04-06",4,4,4,4,5,5,6,6,6,7,8,4,5,8,2021-04-17,"GE"
"2021-04-07",7,7,7,8,8,8,9,9,10,10,12,7,8,11,2021-04-17,"GE"
"2021-04-08",8,8,9,9,9,10,10,11,11,12,14,8,10,13,2021-04-17,"GE"
"2021-04-09",8,8,9,9,9,10,11,11,12,13,15,8,10,14,2021-04-17,"GE"
"2021-04-10",5,6,6,6,7,8,8,9,9,11,13,5,8,12,2021-04-17,"GE"
"2021-04-11",2,3,4,4,4,5,6,7,7,9,11,2,5,10,2021-04-17,"GE"
"2021-04-12",3,4,5,6,6,7,8,9,10,11,14,4,7,13,2021-04-17,"GE"
"2021-04-13",6,7,8,8,9,10,11,12,13,15,18,6,10,16,2021-04-17,"GE"
"2021-04-14",4,6,7,7,8,9,11,12,13,15,20,5,9,18,2021-04-17,"GE"
"2021-04-15",3,5,6,6,7,8.5,10,11,12,15,19.025,3,8.5,17,2021-04-17,"GE"
"2021-04-16",2,4,5,5,7,8,10,12,13,15,21,3,8,17,2021-04-17,"GE"
"2021-04-17",2,4,6,6,7,9,11,13,14,16.1,23,3,9,20,2021-04-17,"GE"
"2021-03-14",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-04-18,"GE"
"2021-03-15",8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-04-18,"GE"
"2021-03-16",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-18,"GE"
"2021-03-17",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-18,"GE"
"2021-03-18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-18,"GE"
"2021-03-19",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-04-18,"GE"
"2021-03-20",6,6,6,6,6,6,6,6,6,6,7,6,6,6,2021-04-18,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-04-18,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-04-18,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-04-18,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,8,7,7,8,2021-04-18,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-04-18,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,9,9,8,8,9,2021-04-18,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-04-18,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-04-18,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,10,10,10,9,9,10,2021-04-18,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,5,5,6,4,4,5,2021-04-18,"GE"
"2021-03-31",3,3,3,3,3,3,3,4,4,4,5,3,3,4.04999999999995,2021-04-18,"GE"
"2021-04-01",2,2,2,2,2,2,2,3,3,3,4,2,2,4,2021-04-18,"GE"
"2021-04-02",12,12,12,12,12,12,13,13,13,13,14,12,12,14,2021-04-18,"GE"
"2021-04-03",5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-04-18,"GE"
"2021-04-04",5,5,5,5,5,6,6,6,6,7,8,5,6,8,2021-04-18,"GE"
"2021-04-05",7,7,7,7,7,8,8,8,9,9,10,7,8,10,2021-04-18,"GE"
"2021-04-06",4,4,4,4,4,5,5,6,6,7,8,4,5,7,2021-04-18,"GE"
"2021-04-07",7,7,7,7,8,8,9,9,9,10,11,7,8,11,2021-04-18,"GE"
"2021-04-08",8,8,8,9,9,9,10,11,11,12,13,8,9,12.05,2021-04-18,"GE"
"2021-04-09",8,8,9,9,9,10,11,11,11,12,14,8,10,13,2021-04-18,"GE"
"2021-04-10",5,5,6,6,7,7,8,8,9,10,12,5,7,11,2021-04-18,"GE"
"2021-04-11",2,3,3,3,4,5,6,6,7,8,10,2,5,9,2021-04-18,"GE"
"2021-04-12",3,4,5,5,6,7,8,8,9,10,12.025,4,7,11.05,2021-04-18,"GE"
"2021-04-13",5,6,7,7.75,8,9,10,11,12,14,16,6,9,15,2021-04-18,"GE"
"2021-04-14",4,5,6,6,7,8,10,11,11,13,16,4,8,15,2021-04-18,"GE"
"2021-04-15",2,3,4,5,6,7,8,10,10,12,17,3,7,15,2021-04-18,"GE"
"2021-04-16",1,3,4,5,6,7,9,10,11,13,17,2,7,15,2021-04-18,"GE"
"2021-04-17",2,3,5,5,6,8,9,11,12,15,19,3,8,17,2021-04-18,"GE"
"2021-04-18",2,4,5,6,7,9,10,12,13,15,20,3,9,17,2021-04-18,"GE"
"2021-03-15",8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-04-19,"GE"
"2021-03-16",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-19,"GE"
"2021-03-17",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-19,"GE"
"2021-03-18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-19,"GE"
"2021-03-19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-19,"GE"
"2021-03-20",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-19,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-04-19,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,10,9,9,9,2021-04-19,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-04-19,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,8,7,7,8,2021-04-19,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-04-19,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,8,9,8,8,9,2021-04-19,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-04-19,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-04-19,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-04-19,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-04-19,"GE"
"2021-03-31",3,3,3,3,3,3,3,3,4,4,5,3,3,4,2021-04-19,"GE"
"2021-04-01",2,2,2,2,2,2,2,3,3,3,4,2,2,3,2021-04-19,"GE"
"2021-04-02",12,12,12,12,12,12,12,13,13,13,14,12,12,14,2021-04-19,"GE"
"2021-04-03",5,5,5,5,5,5,6,6,6,6,7,5,5,7,2021-04-19,"GE"
"2021-04-04",5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-04-19,"GE"
"2021-04-05",7,7,7,7,7,8,8,8,8,9,10,7,8,10,2021-04-19,"GE"
"2021-04-06",4,4,4,4,4,5,5,5,6,6,7,4,5,7,2021-04-19,"GE"
"2021-04-07",8,8,8,8,8,9,9,10,10,11,12,8,9,11,2021-04-19,"GE"
"2021-04-08",8,8,8,8,9,9,10,10,10,11,13,8,9,12,2021-04-19,"GE"
"2021-04-09",9,9,10,10,10,11,11,12,12,13,15,9,11,14,2021-04-19,"GE"
"2021-04-10",5,5,6,6,6,7,8,8,9,10,11,5,7,10,2021-04-19,"GE"
"2021-04-11",2,2,3,3,4,4,5,6,6,7,9.02499999999998,2,4,8,2021-04-19,"GE"
"2021-04-12",3,4,4.80000000000001,5,5,6,7,8,8,9,12,3,6,10,2021-04-19,"GE"
"2021-04-13",7,8,9,9,10,11,12,13,13,15,17,8,11,16,2021-04-19,"GE"
"2021-04-14",6,8,8,9,9,11,12,13,13,15,19,7,11,17,2021-04-19,"GE"
"2021-04-15",8,9,10,11,11,13,14,15,16,18,22,9,13,20,2021-04-19,"GE"
"2021-04-16",3,5,6,6,7,9,10,12,12,15,19,4,9,17,2021-04-19,"GE"
"2021-04-17",2,3,4.80000000000001,5,6,7.5,9,11,12,14,19,2,7.5,16,2021-04-19,"GE"
"2021-04-18",2,4,5,6,7,9,10,12,13,16,21,3,9,18,2021-04-19,"GE"
"2021-04-19",2,5,6,6,8,9,11,12,13,16,22,3,9,20,2021-04-19,"GE"
"2021-03-16",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-20,"GE"
"2021-03-17",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-20,"GE"
"2021-03-18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-20,"GE"
"2021-03-19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-20,"GE"
"2021-03-20",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-20,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-20,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,10,9,9,9,2021-04-20,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-04-20,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,8,7,7,7,2021-04-20,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-04-20,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,8,9,8,8,9,2021-04-20,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-04-20,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-04-20,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-04-20,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-04-20,"GE"
"2021-03-31",3,3,3,3,3,3,3,3,4,4,4,3,3,4,2021-04-20,"GE"
"2021-04-01",2,2,2,2,2,2,2,2,3,3,4,2,2,3,2021-04-20,"GE"
"2021-04-02",12,12,12,12,12,12,12,13,13,13,14,12,12,13,2021-04-20,"GE"
"2021-04-03",5,5,5,5,5,5,5,6,6,6,7,5,5,7,2021-04-20,"GE"
"2021-04-04",5,5,5,5,5,5,6,6,6,6,7,5,5,7,2021-04-20,"GE"
"2021-04-05",7,7,7,7,7,7,8,8,8,9,10,7,7,9,2021-04-20,"GE"
"2021-04-06",4,4,4,4,4,5,5,5,6,6,7,4,5,7,2021-04-20,"GE"
"2021-04-07",8,8,8,8,8,9,9,10,10,11,12,8,9,11,2021-04-20,"GE"
"2021-04-08",9,9,9,9,10,10,11,11,11,12,13,9,10,13,2021-04-20,"GE"
"2021-04-09",9,9,9,10,10,10,11,11,12,12,14,9,10,13,2021-04-20,"GE"
"2021-04-10",5,5,6,6,6,7,7,8,8,9,11,5,7,10,2021-04-20,"GE"
"2021-04-11",2,2,3,3,4,4,5,6,6,7,9,2,4,8,2021-04-20,"GE"
"2021-04-12",3,4,4,5,5,6,7,7,8,9,11,3,6,10,2021-04-20,"GE"
"2021-04-13",7,8,9,9,10,11,12,12,13,15,18,7,11,16,2021-04-20,"GE"
"2021-04-14",6,8,8,9,9,10,12,13,13,15,18,7,10,17,2021-04-20,"GE"
"2021-04-15",9,10,11,12,12,14,15,16,17,19,22,9,14,21,2021-04-20,"GE"
"2021-04-16",5,6,7,8,8,10,11,13,14,16,21,5,10,19,2021-04-20,"GE"
"2021-04-17",3,4,6,6,7,9,11,12,13,16,22,4,9,19,2021-04-20,"GE"
"2021-04-18",4,6,7.80000000000001,8,9,11,13,14,15,19,24,5,11,22,2021-04-20,"GE"
"2021-04-19",3,4,6,6,8,9,12,13,14,18,22,3,9,20,2021-04-20,"GE"
"2021-04-20",2,5,6,7,8,10,12,14,15,18,23.025,3,10,20,2021-04-20,"GE"
"2021-03-17",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-21,"GE"
"2021-03-18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-21,"GE"
"2021-03-19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-21,"GE"
"2021-03-20",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-21,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,5.02499999999998,5,5,5,2021-04-21,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-04-21,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-04-21,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,8,7,7,7,2021-04-21,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-04-21,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,8,9,8,8,9,2021-04-21,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-04-21,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-04-21,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-04-21,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-04-21,"GE"
"2021-03-31",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-04-21,"GE"
"2021-04-01",2,2,2,2,2,2,2,2,3,3,4,2,2,3,2021-04-21,"GE"
"2021-04-02",12,12,12,12,12,12,12,12,13,13,14,12,12,13,2021-04-21,"GE"
"2021-04-03",6,6,6,6,6,6,6,7,7,7,8,6,6,8,2021-04-21,"GE"
"2021-04-04",6,6,6,6,6,6,6,7,7,7,8,6,6,8,2021-04-21,"GE"
"2021-04-05",7,7,7,7,7,7,8,8,8,9,10,7,7,9,2021-04-21,"GE"
"2021-04-06",4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-04-21,"GE"
"2021-04-07",9,9,9,9,9,10,10,10,11,11,12,9,10,12,2021-04-21,"GE"
"2021-04-08",9,9,9,9,9,10,10,11,11,12,13,9,10,12,2021-04-21,"GE"
"2021-04-09",9,9,9,9,10,10,10,11,11,12,13,9,10,13,2021-04-21,"GE"
"2021-04-10",5,5,5,6,6,6,7,7,8,9,10,5,6,9,2021-04-21,"GE"
"2021-04-11",2,2,3,3,3,4,4,5,5,6,8,2,4,7,2021-04-21,"GE"
"2021-04-12",3,3,4,4,5,5,6,7,7,8,10,3,5,9,2021-04-21,"GE"
"2021-04-13",7,8,8,9,9,10,11,11,12,13,16,7,10,14,2021-04-21,"GE"
"2021-04-14",7,8,9,9,10,10,12,12,13,15,18,7,10,16,2021-04-21,"GE"
"2021-04-15",8.975,9,10,11,11,13,14,15,16,18,22,9,13,20,2021-04-21,"GE"
"2021-04-16",7,8,9,9,10,12,13,14,15,18,22,7,12,20,2021-04-21,"GE"
"2021-04-17",2,4,5,6,7,8,10,11,12,15,20,3,8,18,2021-04-21,"GE"
"2021-04-18",5,6,8,8,9,11,13,15,16,19,24,6,11,22,2021-04-21,"GE"
"2021-04-19",3,5,7,7,9,10,12,14,15,18,24,4,10,21,2021-04-21,"GE"
"2021-04-20",2,4,6,6,8,10,12,14,15,19,25,3,10,22,2021-04-21,"GE"
"2021-04-21",3,5,7,7,9,11,13,15,16,20,28,4,11,24,2021-04-21,"GE"
"2021-03-18",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-22,"GE"
"2021-03-19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-22,"GE"
"2021-03-20",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-22,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-22,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-04-22,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,4.02499999999998,4,4,4,2021-04-22,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,8,7,7,7,2021-04-22,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-04-22,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,8,9,8,8,8,2021-04-22,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-04-22,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-04-22,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-04-22,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-04-22,"GE"
"2021-03-31",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-04-22,"GE"
"2021-04-01",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-04-22,"GE"
"2021-04-02",12,12,12,12,12,12,12,12,12,13,13,12,12,13,2021-04-22,"GE"
"2021-04-03",6,6,6,6,6,6,6,6,7,7,8,6,6,7,2021-04-22,"GE"
"2021-04-04",6,6,6,6,6,6,6,7,7,7,8,6,6,7,2021-04-22,"GE"
"2021-04-05",7,7,7,7,7,7,7,8,8,8,9,7,7,9,2021-04-22,"GE"
"2021-04-06",5,5,5,5,5,5,5,6,6,6,7,5,5,7,2021-04-22,"GE"
"2021-04-07",9,9,9,9,9,9,10,10,10,10,11,9,9,11,2021-04-22,"GE"
"2021-04-08",9,9,9,9,9,9,10,10,10,11,12,9,9,11,2021-04-22,"GE"
"2021-04-09",9,9,9,9,9,10,10,10,10,11,12,9,10,11,2021-04-22,"GE"
"2021-04-10",5,5,5,5,5,6,6,6,7,7,9,5,6,8,2021-04-22,"GE"
"2021-04-11",2,2,2,2,2,3,3,4,4,5,6,2,3,5,2021-04-22,"GE"
"2021-04-12",3,3,3,3,4,4,5,5,5,6,8,3,4,7,2021-04-22,"GE"
"2021-04-13",7,7,7,8,8,9,9,10,10,11,12,7,9,12,2021-04-22,"GE"
"2021-04-14",7,7,8,8,8,9,10,10,10.2,11,13,7,9,12,2021-04-22,"GE"
"2021-04-15",8,8,9,9,10,10,11,12,12,13,15,8,10,15,2021-04-22,"GE"
"2021-04-16",7,8,8,9,9,10,11,11,12,13,15.025,7,10,14,2021-04-22,"GE"
"2021-04-17",2,3,4,4,5,6,7,8,8,9.10000000000002,12,3,6,11,2021-04-22,"GE"
"2021-04-18",3,5,6,6,6,7,9,9,10,12,15,4,7,14,2021-04-22,"GE"
"2021-04-19",4,5,6,6,7,8,10,11,11,13,17.025,4,8,15,2021-04-22,"GE"
"2021-04-20",6,8,9,9,10,11,13,14,15,17,21,7,11,19,2021-04-22,"GE"
"2021-04-21",1.975,3,4,5,6,7,9,10,11,13,17,2,7,15,2021-04-22,"GE"
"2021-04-22",2,3,5,5,6,8,10,11,13,15,20,3,8,17.05,2021-04-22,"GE"
"2021-03-19",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-04-23,"GE"
"2021-03-20",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-23,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-23,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-04-23,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-23,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-04-23,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-23,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,8,9,8,8,8,2021-04-23,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,5,5.02499999999998,5,5,5,2021-04-23,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-04-23,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-04-23,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-04-23,"GE"
"2021-03-31",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-04-23,"GE"
"2021-04-01",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-04-23,"GE"
"2021-04-02",12,12,12,12,12,12,12,12,12,13,13,12,12,13,2021-04-23,"GE"
"2021-04-03",6,6,6,6,6,6,6,6,6,7,7,6,6,7,2021-04-23,"GE"
"2021-04-04",6,6,6,6,6,6,6,6,6,7,7,6,6,7,2021-04-23,"GE"
"2021-04-05",7,7,7,7,7,7,7,7,8,8,8,7,7,8,2021-04-23,"GE"
"2021-04-06",5,5,5,5,5,5,5,5,6,6,7,5,5,6,2021-04-23,"GE"
"2021-04-07",9,9,9,9,9,9,9,10,10,10,11,9,9,10.05,2021-04-23,"GE"
"2021-04-08",9,9,9,9,9,9,9,10,10,10,11,9,9,11,2021-04-23,"GE"
"2021-04-09",9,9,9,9,9,9,10,10,10,11,11,9,9,11,2021-04-23,"GE"
"2021-04-10",5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-04-23,"GE"
"2021-04-11",2,2,2,2,2,3,3,3,3.20000000000005,4,5,2,3,5,2021-04-23,"GE"
"2021-04-12",3,3,3,3,3,4,4,4,5,5,6,3,4,6,2021-04-23,"GE"
"2021-04-13",7,7,7,7,8,8,8,9,9,10,11,7,8,10,2021-04-23,"GE"
"2021-04-14",7,7,7,7,8,8,9,9,9,10,11.025,7,8,11,2021-04-23,"GE"
"2021-04-15",9,9,10,10,10,11,11,12,12,13,14,9,11,14,2021-04-23,"GE"
"2021-04-16",7,7,8,8,8,9,10,10,10,11,13,7,9,12,2021-04-23,"GE"
"2021-04-17",2,3,3,3,4,5,5,6,6,8,9,2,5,9,2021-04-23,"GE"
"2021-04-18",3,4,5,5,5,6,7,8,8,10,12,3,6,11,2021-04-23,"GE"
"2021-04-19",5,6,7,7,8,9,10,11,11,13,15,6,9,14,2021-04-23,"GE"
"2021-04-20",8,9,9,10,10,11,13,13,14,16,19,8,11,18,2021-04-23,"GE"
"2021-04-21",6,7,8,9,9,11,12,13,14,16,20,6,11,18,2021-04-23,"GE"
"2021-04-22",2,4,5,5,6,8,9,10,11,13,18,3,8,16,2021-04-23,"GE"
"2021-04-23",2,3,5,5,6,8,9,11,12,14,18,3,8,16,2021-04-23,"GE"
"2021-03-20",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-04-24,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-24,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-04-24,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-24,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-04-24,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-24,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-04-24,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-04-24,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-04-24,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-04-24,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-04-24,"GE"
"2021-03-31",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-04-24,"GE"
"2021-04-01",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-04-24,"GE"
"2021-04-02",12,12,12,12,12,12,12,12,12,13,13,12,12,13,2021-04-24,"GE"
"2021-04-03",6,6,6,6,6,6,6,6,6,7,7,6,6,7,2021-04-24,"GE"
"2021-04-04",6,6,6,6,6,6,6,6,6,7,8,6,6,7,2021-04-24,"GE"
"2021-04-05",7,7,7,7,7,7,7,7,8,8,9,7,7,8,2021-04-24,"GE"
"2021-04-06",5,5,5,5,5,5,5,5,6,6,7,5,5,6,2021-04-24,"GE"
"2021-04-07",9,9,9,9,9,9,9,10,10,10,11,9,9,10,2021-04-24,"GE"
"2021-04-08",9,9,9,9,9,9,9.35000000000002,10,10,10,11,9,9,11,2021-04-24,"GE"
"2021-04-09",9,9,9,9,9,9,10,10,10,10,11,9,9,11,2021-04-24,"GE"
"2021-04-10",5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-04-24,"GE"
"2021-04-11",2,2,2,2,2,3,3,3,3,4,5,2,3,4,2021-04-24,"GE"
"2021-04-12",3,3,3,3,3,4,4,4,5,5,6,3,4,6,2021-04-24,"GE"
"2021-04-13",7,7,7,7,7,8,8,9,9,10,11,7,8,10,2021-04-24,"GE"
"2021-04-14",7,7,7,7,8,8,9,9,9,10,12,7,8,11,2021-04-24,"GE"
"2021-04-15",9,9,9,10,10,10,11,11,12,13,14,9,10,13.05,2021-04-24,"GE"
"2021-04-16",7,7,8,8,8,9,9,10,10,11,13,7,9,12,2021-04-24,"GE"
"2021-04-17",2,2,3,3,4,4,5,6,6,7,9,2,4,8,2021-04-24,"GE"
"2021-04-18",3,4,4,4.75,5,6,7,7,8,9,11,3,6,10,2021-04-24,"GE"
"2021-04-19",5,6,7,7,7,8,9,10,10,12,14,5,8,13,2021-04-24,"GE"
"2021-04-20",8,8,9,9,10,11,12,13,13,15,17,8,11,16,2021-04-24,"GE"
"2021-04-21",6,7,8,8,9,10,11,12,13,14,19,6,10,17,2021-04-24,"GE"
"2021-04-22",2,3,4,5,5,7,8,9,10,12,15,2,7,14,2021-04-24,"GE"
"2021-04-23",2,3,4,4,5,7,8,10,10,12,16,2,7,14,2021-04-24,"GE"
"2021-04-24",2,3,4,5,6,7,9,10,11,14,18,2,7,16,2021-04-24,"GE"
"2021-03-21",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-25,"GE"
"2021-03-22",9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-04-25,"GE"
"2021-03-23",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-25,"GE"
"2021-03-24",7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-04-25,"GE"
"2021-03-25",5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-04-25,"GE"
"2021-03-26",8,8,8,8,8,8,8,8,8,8,9,8,8,8,2021-04-25,"GE"
"2021-03-27",5,5,5,5,5,5,5,5,5,5,6,5,5,5,2021-04-25,"GE"
"2021-03-28",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-04-25,"GE"
"2021-03-29",9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-04-25,"GE"
"2021-03-30",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-04-25,"GE"
"2021-03-31",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-04-25,"GE"
"2021-04-01",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-04-25,"GE"
"2021-04-02",12,12,12,12,12,12,12,12,12,12,13,12,12,13,2021-04-25,"GE"
"2021-04-03",6,6,6,6,6,6,6,6,6,7,7,6,6,7,2021-04-25,"GE"
"2021-04-04",6,6,6,6,6,6,6,6,6,7,7,6,6,7,2021-04-25,"GE"
"2021-04-05",7,7,7,7,7,7,7,7,7,8,9,7,7,8,2021-04-25,"GE"
