"target_end_date","q2.5","q10","q20","q25","q35","q50","q65","q75","q80","q90","q97.5","lwr","med","upr","forecast_date","location"
2021-05-22,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-06-24,"CH"
2021-05-23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-06-24,"CH"
2021-05-24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-06-24,"CH"
2021-05-25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-06-24,"CH"
2021-05-26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-06-24,"CH"
2021-05-27,22,22,22,22,22,22,22,22,22,22,23,22,22,22,2021-06-24,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,23,22,22,22,2021-06-24,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,16,15,15,16,2021-06-24,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,9,8,8,9,2021-06-24,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,21,20,20,21,2021-06-24,"CH"
2021-06-01,18,18,18,18,18,18,18,18,18,18,19,18,18,19,2021-06-24,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,12,12,11,11,12,2021-06-24,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,17,17,16,16,17,2021-06-24,"CH"
2021-06-04,19,19,19,19,19,19,19,19,19,20,21,19,19,20,2021-06-24,"CH"
2021-06-05,11,11,11,11,11,11,11,11,12,12,13,11,11,12,2021-06-24,"CH"
2021-06-06,9,9,9,9,9,9,9,9,10,10,11,9,9,10,2021-06-24,"CH"
2021-06-07,17,17,17,17,17,17,17,18,18,18,19,17,17,19,2021-06-24,"CH"
2021-06-08,9,9,9,9,9,9,10,10,10,10,11,9,9,11,2021-06-24,"CH"
2021-06-09,12,12,12,12,12,12,13,13,13,13,14,12,12,14,2021-06-24,"CH"
2021-06-10,10,10,10,10,10,10,11,11,11,12,12,10,10,12,2021-06-24,"CH"
2021-06-11,8,8,8,8,8,9,9,9,9,10,11,8,9,11,2021-06-24,"CH"
2021-06-12,2,2,2,2,2,3,3,3,3,4,5,2,3,5,2021-06-24,"CH"
2021-06-13,6,6,6,6,6,7,7,8,8,9,9,6,7,9,2021-06-24,"CH"
2021-06-14,11,11,11,11,11,12,12,13,13,14,15,11,12,14,2021-06-24,"CH"
2021-06-15,11,11,11,11,12,12,13,13,13,14,15,11,12,15,2021-06-24,"CH"
2021-06-16,4,4,4,5,5,5,6,6,7,8,9,4,5,9,2021-06-24,"CH"
2021-06-17,5,5,6,6,6,7,7,8,8,9,11,5,7,10,2021-06-24,"CH"
2021-06-18,5,5,6,6,6,7,7,8,8,9,11,5,7,10,2021-06-24,"CH"
2021-06-19,4,4,5,5,6,6,7,8,8,9,11,4,6,10,2021-06-24,"CH"
2021-06-20,0,1,1,1,2,2,3,4,4,6,8,0,2,7,2021-06-24,"CH"
2021-06-21,6,7,7,8,8,9,10,11,11,12,15,6,9,14,2021-06-24,"CH"
2021-06-22,6,7,8,8,9,9,10,11,12,13,16,7,9,14,2021-06-24,"CH"
2021-06-23,0,1,2,2,3,4,5,6,6,8,10,1,4,9,2021-06-24,"CH"
2021-06-24,0,1,2,2,3,4,5,6,7,8,11,1,4,10,2021-06-24,"CH"
2021-05-21,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-06-25,"CH"
2021-05-22,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-06-25,"CH"
2021-05-23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-06-25,"CH"
2021-05-24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-06-25,"CH"
2021-05-25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-06-25,"CH"
2021-05-26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-06-25,"CH"
2021-05-27,22,22,22,22,22,22,22,22,22,22,22.025,22,22,22,2021-06-25,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,23,22,22,22,2021-06-25,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,16,15,15,15,2021-06-25,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,9,8,8,8,2021-06-25,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,21,20,20,20,2021-06-25,"CH"
2021-06-01,18,18,18,18,18,18,18,18,18,18,19,18,18,19,2021-06-25,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,11,12,11,11,12,2021-06-25,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,16,17,16,16,17,2021-06-25,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,21,21,20,20,21,2021-06-25,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,12,12,11,11,12,2021-06-25,"CH"
2021-06-06,9,9,9,9,9,9,9,9,9,10,11,9,9,10,2021-06-25,"CH"
2021-06-07,17,17,17,17,17,17,17,17,18,18,19,17,17,18,2021-06-25,"CH"
2021-06-08,9,9,9,9,9,9,9,10,10,10,11,9,9,11,2021-06-25,"CH"
2021-06-09,12,12,12,12,12,12,12,13,13,13,14,12,12,14,2021-06-25,"CH"
2021-06-10,10,10,10,10,10,10,10.35,11,11,11,12,10,10,12,2021-06-25,"CH"
2021-06-11,8,8,8,8,8,8,9,9,9,10,10,8,8,10,2021-06-25,"CH"
2021-06-12,2,2,2,2,2,2,3,3,3,4,5,2,2,4,2021-06-25,"CH"
2021-06-13,6,6,6,6,6,7,7,7,7,8,9,6,7,9,2021-06-25,"CH"
2021-06-14,11,11,11,11,11,12,12,12,13,13,14,11,12,14,2021-06-25,"CH"
2021-06-15,11,11,11,11,11,12,12,13,13,14,15,11,12,14,2021-06-25,"CH"
2021-06-16,4,4,4,4,5,5,5,6,6,7,8,4,5,7,2021-06-25,"CH"
2021-06-17,5,5,5,5,6,6,7,7,7,8,10,5,6,9,2021-06-25,"CH"
2021-06-18,5,5,5,6,6,6,7,8,8,9,11,5,6,10,2021-06-25,"CH"
2021-06-19,4,4,5,5,5,6,6,7,7,8,10,4,6,9,2021-06-25,"CH"
2021-06-20,0,0,1,1,1,2,3,3,3,5,7,0,2,5,2021-06-25,"CH"
2021-06-21,6,6,7,7,7.64999999999998,8,9,10,10,11,13,6,8,12,2021-06-25,"CH"
2021-06-22,6,7,7,7,8,9,9,10,11,12,14,6,9,13,2021-06-25,"CH"
2021-06-23,2,3,3,4,4,5,6,7,7,9,12,2,5,10,2021-06-25,"CH"
2021-06-24,1,2,3,3,3,4,5,6,7,8,11,1,4,10,2021-06-25,"CH"
2021-06-25,0,1,2,2,3,4,5,6,6,8,10,0,4,9,2021-06-25,"CH"
2021-05-22,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-06-26,"CH"
2021-05-23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-06-26,"CH"
2021-05-24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-06-26,"CH"
2021-05-25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-06-26,"CH"
2021-05-26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-06-26,"CH"
2021-05-27,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-06-26,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-06-26,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,16,15,15,15,2021-06-26,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,9,8,8,8,2021-06-26,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,21,20,20,21,2021-06-26,"CH"
2021-06-01,18,18,18,18,18,18,18,18,18,18,19,18,18,19,2021-06-26,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,12,12,11,11,12,2021-06-26,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,17,17,16,16,17,2021-06-26,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,21,21,20,20,21,2021-06-26,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,12,12,11,11,12,2021-06-26,"CH"
2021-06-06,9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-06-26,"CH"
2021-06-07,17,17,17,17,17,17,17,17,18,18,19,17,17,18,2021-06-26,"CH"
2021-06-08,9,9,9,9,9,9,9,10,10,10,11,9,9,10,2021-06-26,"CH"
2021-06-09,12,12,12,12,12,12,12,13,13,13,14,12,12,14,2021-06-26,"CH"
2021-06-10,10,10,10,10,10,10,10,11,11,11,12,10,10,12,2021-06-26,"CH"
2021-06-11,8,8,8,8,8,8,9,9,9,10,10,8,8,10,2021-06-26,"CH"
2021-06-12,2,2,2,2,2,2,3,3,3,4,5,2,2,4,2021-06-26,"CH"
2021-06-13,6,6,6,6,6,7,7,7,7,8,9,6,7,9,2021-06-26,"CH"
2021-06-14,11,11,11,11,11,12,12,12,13,13,14,11,12,14,2021-06-26,"CH"
2021-06-15,11,11,11,11,11,12,12,13,13,13,15,11,12,14,2021-06-26,"CH"
2021-06-16,4,4,4,4,4,5,5,6,6,7,8,4,5,8,2021-06-26,"CH"
2021-06-17,5,5,5,5,6,6,7,7,7,8,10,5,6,9,2021-06-26,"CH"
2021-06-18,5,5,5,6,6,6,7,7.25,8,9,10,5,6,10,2021-06-26,"CH"
2021-06-19,4,4,5,5,5,6,6,7,7,8,10,4,6,9,2021-06-26,"CH"
2021-06-20,0,0,1,1,1,2,3,3,4,5,7,0,2,6,2021-06-26,"CH"
2021-06-21,6,6,7,7,8,8,9,10,10,11,13,6,8,12,2021-06-26,"CH"
2021-06-22,6,6,7,7,8,9,9,10,11,12,14,6,9,13,2021-06-26,"CH"
2021-06-23,2,3,3,4,4,5,6,7,7,9,11,2,5,10,2021-06-26,"CH"
2021-06-24,1,2,3,3,3,4,5,6,7,8,11,2,4,10,2021-06-26,"CH"
2021-06-25,0,1,2,2,3,4,5,6,6,8,10,1,4,9,2021-06-26,"CH"
2021-06-26,0,1,2,2,3,4,5,6,7,9,11,1,4,10,2021-06-26,"CH"
2021-05-23,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-06-27,"CH"
2021-05-24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-06-27,"CH"
2021-05-25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-06-27,"CH"
2021-05-26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-06-27,"CH"
2021-05-27,22,22,22,22,22,22,22,22,22,22,22.025,22,22,22,2021-06-27,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-06-27,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,16,15,15,15,2021-06-27,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,9,8,8,8,2021-06-27,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,21,20,20,21,2021-06-27,"CH"
2021-06-01,18,18,18,18,18,18,18,18,18,18,19,18,18,19,2021-06-27,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,11,12,11,11,12,2021-06-27,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,17,17,16,16,17,2021-06-27,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,21,21,20,20,21,2021-06-27,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,12,12,11,11,12,2021-06-27,"CH"
2021-06-06,9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-06-27,"CH"
2021-06-07,17,17,17,17,17,17,17,17,18,18,18,17,17,18,2021-06-27,"CH"
2021-06-08,9,9,9,9,9,9,9,10,10,10,11,9,9,10,2021-06-27,"CH"
2021-06-09,12,12,12,12,12,12,12,13,13,13,14,12,12,13,2021-06-27,"CH"
2021-06-10,10,10,10,10,10,10,10,11,11,11,12,10,10,12,2021-06-27,"CH"
2021-06-11,8,8,8,8,8,8,9,9,9,10,10.025,8,8,10,2021-06-27,"CH"
2021-06-12,2,2,2,2,2,2,3,3,3,4,5,2,2,4,2021-06-27,"CH"
2021-06-13,6,6,6,6,6,7,7,7,7,8,9,6,7,9,2021-06-27,"CH"
2021-06-14,11,11,11,11,11,12,12,12,13,13,14,11,12,14,2021-06-27,"CH"
2021-06-15,11,11,11,11,11,12,12,13,13,13.1,15,11,12,14,2021-06-27,"CH"
2021-06-16,4,4,4,4,5,5,5,6,6,7,8,4,5,8,2021-06-27,"CH"
2021-06-17,5,5,5,5,6,6,7,7,7,8,10,5,6,9,2021-06-27,"CH"
2021-06-18,5,5,5,6,6,6,7,7,8,9,10,5,6,9,2021-06-27,"CH"
2021-06-19,4,4,5,5,5,6,6,7,7,8,9,4,6,9,2021-06-27,"CH"
2021-06-20,0,0,1,1,1,2,3,3,4,5,6,0,2,6,2021-06-27,"CH"
2021-06-21,6,7,7,7,7,8,9,10,10,11,13.025,6,8,12,2021-06-27,"CH"
2021-06-22,6,7,7,7,8,9,9,10,11,12,14,6,9,13,2021-06-27,"CH"
2021-06-23,2,3,3,4,4,5,6,6,7,9,11.025,2,5,10,2021-06-27,"CH"
2021-06-24,1,2,2,3,3,4,5,6,7,8,10.025,1,4,9,2021-06-27,"CH"
2021-06-25,0,1,2,2,3,4,5,6,6,8,10.025,1,4,9,2021-06-27,"CH"
2021-06-26,0,1,2,2,3,4,5,6,6,8,11,1,4,9,2021-06-27,"CH"
2021-06-27,1,2,2,3,3,4,5,6,7,9,12,1,4,10,2021-06-27,"CH"
2021-05-24,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-06-28,"CH"
2021-05-25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-06-28,"CH"
2021-05-26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-06-28,"CH"
2021-05-27,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-06-28,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-06-28,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,15.025,15,15,15,2021-06-28,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-06-28,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,21,20,20,20,2021-06-28,"CH"
2021-06-01,19,19,19,19,19,19,19,19,19,19,20,19,19,19,2021-06-28,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,11,12,11,11,12,2021-06-28,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,16,17,16,16,17,2021-06-28,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,21,21,20,20,21,2021-06-28,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,12,12,11,11,12,2021-06-28,"CH"
2021-06-06,9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-06-28,"CH"
2021-06-07,17,17,17,17,17,17,17,17,17,18,18,17,17,18,2021-06-28,"CH"
2021-06-08,9,9,9,9,9,9,9,9,10,10,11,9,9,10,2021-06-28,"CH"
2021-06-09,12,12,12,12,12,12,12,12,13,13,14,12,12,13,2021-06-28,"CH"
2021-06-10,10,10,10,10,10,10,10,11,11,11,12,10,10,11,2021-06-28,"CH"
2021-06-11,8,8,8,8,8,8,8,9,9,9,10,8,8,10,2021-06-28,"CH"
2021-06-12,3,3,3,3,3,3,4,4,4,4,5,3,3,5,2021-06-28,"CH"
2021-06-13,6,6,6,6,6,6,7,7,7,8,9,6,6,8,2021-06-28,"CH"
2021-06-14,11,11,11,11,11,11,12,12,12,13,14,11,11,13,2021-06-28,"CH"
2021-06-15,11,11,11,11,11,11,12,12,12,13,14,11,11,13,2021-06-28,"CH"
2021-06-16,4,4,4,4,4,5,5,5,5,6,7,4,5,7,2021-06-28,"CH"
2021-06-17,5,5,5,5,5,6,6,7,7,8,9,5,6,8,2021-06-28,"CH"
2021-06-18,5,5,5,5,5,6,6,7,7,8,9,5,6,8,2021-06-28,"CH"
2021-06-19,4,4,4,4,5,5,6,6,6,7,8,4,5,8,2021-06-28,"CH"
2021-06-20,0,0,0,0,1,1,2,2,3,3,5,0,1,4,2021-06-28,"CH"
2021-06-21,6,6,7,7,7,8,8,9,9,10,11,6,8,10,2021-06-28,"CH"
2021-06-22,6,6,7,7,7,8,8,9,9,10,12,6,8,11,2021-06-28,"CH"
2021-06-23,2,2,3,3,3,4,5,5,6,7,9,2,4,8,2021-06-28,"CH"
2021-06-24,1,1,2,2,3,3,4,5,5,6,8,1,3,7,2021-06-28,"CH"
2021-06-25,2,3,3,3,4,5,6,6,7,8,9.02499999999998,2,5,9,2021-06-28,"CH"
2021-06-26,0,1,1,2,2,3,3,4,5,6,8,0,3,7,2021-06-28,"CH"
2021-06-27,0,1,1,2,2,3,4,5,5,7,9,0,3,8,2021-06-28,"CH"
2021-06-28,0,1,2,2,2,3,4,5,5,7,9,0,3,8,2021-06-28,"CH"
2021-05-25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-06-29,"CH"
2021-05-26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-06-29,"CH"
2021-05-27,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-06-29,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-06-29,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-06-29,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-06-29,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,21,20,20,20,2021-06-29,"CH"
2021-06-01,19,19,19,19,19,19,19,19,19,19,20,19,19,19,2021-06-29,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,11,12,11,11,11,2021-06-29,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,16,17,16,16,16.05,2021-06-29,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,20,21,20,20,21,2021-06-29,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,11,12,11,11,12,2021-06-29,"CH"
2021-06-06,9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-06-29,"CH"
2021-06-07,17,17,17,17,17,17,17,17,17,18,18,17,17,18,2021-06-29,"CH"
2021-06-08,9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-06-29,"CH"
2021-06-09,12,12,12,12,12,12,12,12,12,13,13,12,12,13,2021-06-29,"CH"
2021-06-10,10,10,10,10,10,10,10,10,11,11,12,10,10,11,2021-06-29,"CH"
2021-06-11,8,8,8,8,8,8,8,9,9,9,10,8,8,9,2021-06-29,"CH"
2021-06-12,3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-06-29,"CH"
2021-06-13,6,6,6,6,6,6,6,7,7,7,8,6,6,8,2021-06-29,"CH"
2021-06-14,11,11,11,11,11,11,12,12,12,12,13,11,11,13,2021-06-29,"CH"
2021-06-15,11,11,11,11,11,11,12,12,12,13,13,11,11,13,2021-06-29,"CH"
2021-06-16,4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-06-29,"CH"
2021-06-17,5,5,5,5,5,6,6,6,6,7,8,5,6,7,2021-06-29,"CH"
2021-06-18,5,5,5,5,5,6,6,6,7,7,8,5,6,8,2021-06-29,"CH"
2021-06-19,4,4,4,4,4,5,5,6,6,6,7,4,5,7,2021-06-29,"CH"
2021-06-20,0,0,0,0,0,1,1,2,2,3,4,0,1,3,2021-06-29,"CH"
2021-06-21,6,6,6,6,7,7,7,8,8,9,10,6,7,10,2021-06-29,"CH"
2021-06-22,6,6,6,6,7,7,8,8,8.20000000000005,9,11,6,7,10,2021-06-29,"CH"
2021-06-23,3,3,3,4,4,4,5,6,6,7,8.02499999999998,3,4,8,2021-06-29,"CH"
2021-06-24,1,1,2,2,2,3,3,4,4,5,7,1,3,6,2021-06-29,"CH"
2021-06-25,2,2,3,3,3,4,5,5,5,7,8,2,4,7,2021-06-29,"CH"
2021-06-26,0,0,1,1,1,2,2.35000000000002,3,3,5,6,0,2,5,2021-06-29,"CH"
2021-06-27,3,3,4,4,5,5,6,7,7,8,10,3,5,9,2021-06-29,"CH"
2021-06-28,1,2,2,2,3,4,4,5,5,7,9,1,4,8,2021-06-29,"CH"
2021-06-29,0,1,1,2,2,3,4,4,5,6,8,0,3,7,2021-06-29,"CH"
2021-05-26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-06-30,"CH"
2021-05-27,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-06-30,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-06-30,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-06-30,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-06-30,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-06-30,"CH"
2021-06-01,19,19,19,19,19,19,19,19,19,19,20,19,19,19,2021-06-30,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,11,12,11,11,11,2021-06-30,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,16,17,16,16,16,2021-06-30,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,20,21,20,20,21,2021-06-30,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,11,12,11,11,12,2021-06-30,"CH"
2021-06-06,9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-06-30,"CH"
2021-06-07,17,17,17,17,17,17,17,17,17,17,18,17,17,18,2021-06-30,"CH"
2021-06-08,9,9,9,9,9,9,9,9,9,10,10,9,9,10,2021-06-30,"CH"
2021-06-09,12,12,12,12,12,12,12,12,12,13,13,12,12,13,2021-06-30,"CH"
2021-06-10,10,10,10,10,10,10,10,10,10,11,11,10,10,11,2021-06-30,"CH"
2021-06-11,8,8,8,8,8,8,8,8,8,9,9,8,8,9,2021-06-30,"CH"
2021-06-12,3,3,3,3,3,3,3,3,4,4,5,3,3,4,2021-06-30,"CH"
2021-06-13,6,6,6,6,6,6,6,6,7,7,8,6,6,7,2021-06-30,"CH"
2021-06-14,11,11,11,11,11,11,11,12,12,12,13,11,11,12.05,2021-06-30,"CH"
2021-06-15,11,11,11,11,11,11,11,12,12,12,13,11,11,13,2021-06-30,"CH"
2021-06-16,4,4,4,4,4,4,5,5,5,5,6,4,4,6,2021-06-30,"CH"
2021-06-17,5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-06-30,"CH"
2021-06-18,5,5,5,5,5,5,6,6,6,7,8,5,5,7,2021-06-30,"CH"
2021-06-19,4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-06-30,"CH"
2021-06-20,0,0,0,0,0,1,1,1,2,2,3,0,1,3,2021-06-30,"CH"
2021-06-21,6,6,6,6,6,7,7,7,8,8,9,6,7,9,2021-06-30,"CH"
2021-06-22,7,7,7,7,7,8,8,9,9,10,11,7,8,10,2021-06-30,"CH"
2021-06-23,3,3,3,3,4,4,5,5,5,6,7,3,4,7,2021-06-30,"CH"
2021-06-24,1,1,1,1,2,2,3,3,3,4,6,1,2,5,2021-06-30,"CH"
2021-06-25,4,4,4,5,5,5,6,6,7,8,9,4,5,8,2021-06-30,"CH"
2021-06-26,0,0,0,1,1,2,2,3,3,4,6,0,2,5,2021-06-30,"CH"
2021-06-27,3,3,4,4,4,5,5,6,6,7,9,3,5,8,2021-06-30,"CH"
2021-06-28,3,3,4,4,4,5,6,6,7,8,10,3,5,8,2021-06-30,"CH"
2021-06-29,0,0,1,1,1,2,3,3,4,5,7,0,2,6,2021-06-30,"CH"
2021-06-30,0,0,1,1,2,2,3,4,4,5,7,0,2,6,2021-06-30,"CH"
2021-05-27,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-07-01,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-07-01,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-07-01,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-07-01,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-07-01,"CH"
2021-06-01,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-07-01,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-07-01,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,16,17,16,16,16,2021-07-01,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,20,21,20,20,20,2021-07-01,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,11,12,11,11,11,2021-07-01,"CH"
2021-06-06,9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-07-01,"CH"
2021-06-07,17,17,17,17,17,17,17,17,17,17,18,17,17,18,2021-07-01,"CH"
2021-06-08,9,9,9,9,9,9,9,9,9,9,10,9,9,10,2021-07-01,"CH"
2021-06-09,12,12,12,12,12,12,12,12,12,13,13,12,12,13,2021-07-01,"CH"
2021-06-10,10,10,10,10,10,10,10,10,10,11,11,10,10,11,2021-07-01,"CH"
2021-06-11,8,8,8,8,8,8,8,8,8,9,9,8,8,9,2021-07-01,"CH"
2021-06-12,3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-07-01,"CH"
2021-06-13,6,6,6,6,6,6,6,6,6,7,8,6,6,7,2021-07-01,"CH"
2021-06-14,11,11,11,11,11,11,11,11,12,12,13,11,11,12,2021-07-01,"CH"
2021-06-15,11,11,11,11,11,11,11,12,12,12,13,11,11,12,2021-07-01,"CH"
2021-06-16,4,4,4,4,4,4,4,5,5,5,6,4,4,6,2021-07-01,"CH"
2021-06-17,5,5,5,5,5,5,5,6,6,6,7,5,5,7,2021-07-01,"CH"
2021-06-18,5,5,5,5,5,5,6,6,6,7,7,5,5,7,2021-07-01,"CH"
2021-06-19,4,4,4,4,4,4,5,5,5,6,7,4,4,6,2021-07-01,"CH"
2021-06-20,0,0,0,0,0,0,1,1,1,2,3,0,0,2,2021-07-01,"CH"
2021-06-21,6,6,6,6,6,7,7,7,7,8,9,6,7,8,2021-07-01,"CH"
2021-06-22,7,7,7,7,7,8,8,8,9,9,10,7,8,10,2021-07-01,"CH"
2021-06-23,3,3,3,3,3,4,4,5,5,6,7,3,4,6,2021-07-01,"CH"
2021-06-24,1,1,1,1,1,2,2,3,3,4,5,1,2,4,2021-07-01,"CH"
2021-06-25,4,4,4,4,5,5,6,6,6,7,8,4,5,7,2021-07-01,"CH"
2021-06-26,0,0,0,0,1,1,2,2,2,3,5,0,1,4,2021-07-01,"CH"
2021-06-27,3,3,3,4,4,4,5,5,6,6,8,3,4,7,2021-07-01,"CH"
2021-06-28,4,4,4,5,5,6,6,7,7,8,9,4,6,8,2021-07-01,"CH"
2021-06-29,1,1,2,2,2,3,3,4,4,5,7,1,3,6,2021-07-01,"CH"
2021-06-30,0,0,1,1,1,2,2,3,3,4,6,0,2,5,2021-07-01,"CH"
2021-07-01,0,0,1,1,1,2,3,3,4,5,6,0,2,6,2021-07-01,"CH"
2021-05-28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-07-02,"CH"
2021-05-29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-07-02,"CH"
2021-05-30,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-07-02,"CH"
2021-05-31,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-07-02,"CH"
2021-06-01,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-07-02,"CH"
2021-06-02,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-07-02,"CH"
2021-06-03,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-07-02,"CH"
2021-06-04,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-07-02,"CH"
2021-06-05,11,11,11,11,11,11,11,11,11,11,12,11,11,11,2021-07-02,"CH"
