"target_end_date","q2.5","q10","q20","q25","q35","q50","q65","q75","q80","q90","q97.5","lwr","med","upr","forecast_date","location"
2021-01-31,32,32,32,32,32,33,33,33,34,34,35,32,33,35,2021-02-22,"CH"
2021-02-01,66,66,66,66,66,67,67,68,68,69,70,66,67,69,2021-02-22,"CH"
2021-02-02,55,55,55,55,55,56,56,57,57,58,59,55,56,58,2021-02-22,"CH"
2021-02-03,55,55,55,55,56,56,57,57,57,58,59,55,56,59,2021-02-22,"CH"
2021-02-04,52,52,52,53,53,53,54,54,55,56,58,52,53,57,2021-02-22,"CH"
2021-02-05,47,47,47,48,48,49,49,50,50,51,53,47,49,52,2021-02-22,"CH"
2021-02-06,30,30,31,31,31,32,33,33,33,35,36,30,32,35,2021-02-22,"CH"
2021-02-07,41,41,42,42,43,43,44,44,45,46,48,41,43,47,2021-02-22,"CH"
2021-02-08,50,51,51,51,52,53,53,54,54,56,58,50,53,57,2021-02-22,"CH"
2021-02-09,33,34,35,35,35,36,37,38,38,39,42,33,36,41,2021-02-22,"CH"
2021-02-10,38,39,40,40,41,41,42,43,44,45,47,38,41,46,2021-02-22,"CH"
2021-02-11,40,41,42,43,43,44,45,46,47,48,51,41,44,50,2021-02-22,"CH"
2021-02-12,36,37,38,38,39,40,41,42,43,45,47,36,40,46,2021-02-22,"CH"
2021-02-13,20,21,22,23,23,25,26,27,27,30,32,20,25,31,2021-02-22,"CH"
2021-02-14,27,29,30,30,31,33,34,35,36,38,42,28,33,40,2021-02-22,"CH"
2021-02-15,29,30,32,32,33,35,36.35,38,39,41,45,29,35,43,2021-02-22,"CH"
2021-02-16,34,35,37,37,38,40,42,44,45,47,52,34,40,50,2021-02-22,"CH"
2021-02-17,39,41,43,43,45,47,49,51,52,54,59.025,40,47,56,2021-02-22,"CH"
2021-02-18,42,44,46,47,48,50,53,55,56,60,68,43,50,64.05,2021-02-22,"CH"
2021-02-19,17,19,22,23,24,27,30,32,33,37,45,18,27,42,2021-02-22,"CH"
2021-02-20,5,9,12,12,14,17,21,24,26,31,39,7,17,34,2021-02-22,"CH"
2021-02-21,7,10.9,14,15,17,21,25,29,32,38,49.025,9,21,43,2021-02-22,"CH"
2021-02-22,9,13,17,18,21,25,29,33,35,42,56.025,11,25,50,2021-02-22,"CH"
2021-01-19,84,84,84,84,84,84,84,84,84,84,84,84,84,84,2021-02-23,"CH"
2021-01-20,79,79,79,79,79,79,79,79,79,79,79,79,79,79,2021-02-23,"CH"
2021-01-21,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2021-02-23,"CH"
2021-01-22,83,83,83,83,83,83,83,83,83,83,84,83,83,83,2021-02-23,"CH"
2021-01-23,30,30,30,30,30,30,30,30,30,30,31,30,30,30,2021-02-23,"CH"
2021-01-24,32,32,32,32,32,32,32,32,32,32,33,32,32,33,2021-02-23,"CH"
2021-01-25,70,70,70,70,70,70,70,70,70,71,71,70,70,71,2021-02-23,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,82,82,81,81,82,2021-02-23,"CH"
2021-01-27,63,63,63,63,63,63,63,63,64,64,65,63,63,64,2021-02-23,"CH"
2021-01-28,62,62,62,62,62,62,62,62,63,63,64,62,62,63,2021-02-23,"CH"
2021-01-29,53,53,53,53,53,53,53,54,54,54,55,53,53,55,2021-02-23,"CH"
2021-01-30,43,43,43,43,43,43,43,44,44,44,45,43,43,45,2021-02-23,"CH"
2021-01-31,32,32,32,32,32,32,32,33,33,33,34,32,32,34,2021-02-23,"CH"
2021-02-01,66,66,66,66,66,66,67,67,67,68,68,66,66,68,2021-02-23,"CH"
2021-02-02,55,55,55,55,55,55,56,56,56,57,58,55,55,57,2021-02-23,"CH"
2021-02-03,55,55,55,55,55,55,56,56,56,57,58,55,55,57,2021-02-23,"CH"
2021-02-04,52,52,52,52,52,53,53,53,54,54,55,52,53,55,2021-02-23,"CH"
2021-02-05,47,47,47,47,47,48,48,49,49,49,51,47,48,50,2021-02-23,"CH"
2021-02-06,30,30,30,30,31,31,31,32,32,33,34,30,31,34,2021-02-23,"CH"
2021-02-07,41,41,41,41,42,42,43,43,43,44,46,41,42,45,2021-02-23,"CH"
2021-02-08,50,50,50,51,51,51,52,52,53,54,55,50,51,54,2021-02-23,"CH"
2021-02-09,33,33,34,34,34,35,35,36,36,38,40,33,35,39,2021-02-23,"CH"
2021-02-10,38,38,39,39,39,40,41,41,42,43,44.025,38,40,44,2021-02-23,"CH"
2021-02-11,40,41,41,41,42,43,43,44,44,46,48,40,43,46.05,2021-02-23,"CH"
2021-02-12,35,36,36,37,37,38,39,40,40,42,44,35,38,43,2021-02-23,"CH"
2021-02-13,20,21,22,22,23,24,25,26,26,28,30,21,24,29,2021-02-23,"CH"
2021-02-14,27,28,29,29,29,30,31,33,33,35,38,27,30,36,2021-02-23,"CH"
2021-02-15,28,29,30,31,31,32,34,35,36,37,41,28,32,40,2021-02-23,"CH"
2021-02-16,34,36,37,37,38,40,41,43,43,46,50,35,40,48,2021-02-23,"CH"
2021-02-17,39,41,43,43,44,46,48,49,50,53,58.025,40,46,56,2021-02-23,"CH"
2021-02-18,48,50,51,52,53,55,57,58,59,63,69,49,55,66,2021-02-23,"CH"
2021-02-19,24,26,28,29,30,33,35,37,38,42,49.025,25,33,46,2021-02-23,"CH"
2021-02-20,10,12,15,16,17,19,22,25,26,31,40.025,11,19,35,2021-02-23,"CH"
2021-02-21,12,15,17,18,20,23,26,29,31,37,48,13,23,43,2021-02-23,"CH"
2021-02-22,11,14,17,19,21,25,28,32,34,40,52,12,25,46,2021-02-23,"CH"
2021-02-23,6.975,11,14,15,18,23,28,32,35,44,58,8,23,51,2021-02-23,"CH"
2021-01-20,79,79,79,79,79,79,79,79,79,79,79,79,79,79,2021-02-24,"CH"
2021-01-21,76,76,76,76,76,76,76,76,76,76,76,76,76,76,2021-02-24,"CH"
2021-01-22,83,83,83,83,83,83,83,83,83,83,83,83,83,83,2021-02-24,"CH"
2021-01-23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-02-24,"CH"
2021-01-24,32,32,32,32,32,32,32,32,32,32,33,32,32,32,2021-02-24,"CH"
2021-01-25,70,70,70,70,70,70,70,70,70,70,71,70,70,70,2021-02-24,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,81,82,81,81,82,2021-02-24,"CH"
2021-01-27,64,64,64,64,64,64,64,64,64,64,65,64,64,65,2021-02-24,"CH"
2021-01-28,62,62,62,62,62,62,62,62,62,63,63,62,62,63,2021-02-24,"CH"
2021-01-29,53,53,53,53,53,53,53,53,53,54,54,53,53,54,2021-02-24,"CH"
2021-01-30,43,43,43,43,43,43,43,43,43,44,44,43,43,44,2021-02-24,"CH"
2021-01-31,32,32,32,32,32,32,32,33,33,33,34,32,32,33,2021-02-24,"CH"
2021-02-01,67,67,67,67,67,67,67,68,68,68,69,67,67,69,2021-02-24,"CH"
2021-02-02,55,55,55,55,55,55,56,56,56,56,57,55,55,57,2021-02-24,"CH"
2021-02-03,55,55,55,55,55,55,56,56,56,56,57,55,55,57,2021-02-24,"CH"
2021-02-04,52,52,52,52,52,52,53,53,53,54,55,52,52,54,2021-02-24,"CH"
2021-02-05,47,47,47,47,47,48,48,48,48,49,50,47,48,50,2021-02-24,"CH"
2021-02-06,30,30,30,30,30,31,31,31,32,32,33,30,31,33,2021-02-24,"CH"
2021-02-07,41,41,41,41,41,42,42,43,43,44,45,41,42,44,2021-02-24,"CH"
2021-02-08,52,52,52,52,53,53,53,54,54,55,56,52,53,56,2021-02-24,"CH"
2021-02-09,34,34,34,34,35,35,36,36,37,37,39,34,35,38,2021-02-24,"CH"
2021-02-10,39,39,39,40,40,41,41,42,42,43,44,39,41,44,2021-02-24,"CH"
2021-02-11,40,40,41,41,41,42,42,43,43,44,46,40,42,46,2021-02-24,"CH"
2021-02-12,37,37,38,38,39,39,40,41,41,42,44,37,39,43,2021-02-24,"CH"
2021-02-13,21,22,22,23,23,24,25,26,26,27,30,21,24,28.05,2021-02-24,"CH"
2021-02-14,26,27,28,28,29,29,31,31,32,33,36,27,29,35,2021-02-24,"CH"
2021-02-15,29,30,31,32,32,33,35,36,36,38,41,30,33,39,2021-02-24,"CH"
2021-02-16,34,35,36,37,37,38,40,41,42,44,48,35,38,46,2021-02-24,"CH"
2021-02-17,42,44,45,45,46,48,49,51,51,54,59,43,48,56,2021-02-24,"CH"
2021-02-18,52,54,55,56,57,59,60,62,63,66,72,53,59,70,2021-02-24,"CH"
2021-02-19,27,29,31,31,32.65,34,37,39,40,44,51,28,34,47,2021-02-24,"CH"
2021-02-20,10,13,15,16,17.65,20,22,24,26,31,40,11,20,35.05,2021-02-24,"CH"
2021-02-21,17,20,22,23,25,28,31,34,35,40,50,18,28,46,2021-02-24,"CH"
2021-02-22,22,26,29,30,32,35,39,42,44,50,60.025,24,35,54.05,2021-02-24,"CH"
2021-02-23,11,15,17,19,21,25,29,33,35,43,55,13,25,48,2021-02-24,"CH"
2021-02-24,8,12,15,17,19,23.5,28,32,34,42,56,9,23.5,50,2021-02-24,"CH"
2021-01-21,78,78,78,78,78,78,78,78,78,78,78,78,78,78,2021-02-25,"CH"
2021-01-22,83,83,83,83,83,83,83,83,83,83,83,83,83,83,2021-02-25,"CH"
2021-01-23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-02-25,"CH"
2021-01-24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2021-02-25,"CH"
2021-01-25,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2021-02-25,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,81,82,81,81,81,2021-02-25,"CH"
2021-01-27,64,64,64,64,64,64,64,64,64,64,65,64,64,64,2021-02-25,"CH"
2021-01-28,62,62,62,62,62,62,62,62,62,62,63,62,62,63,2021-02-25,"CH"
2021-01-29,54,54,54,54,54,54,54,54,54,55,55,54,54,55,2021-02-25,"CH"
2021-01-30,43,43,43,43,43,43,43,43,43,44,44,43,43,44,2021-02-25,"CH"
2021-01-31,32,32,32,32,32,32,32,32,32,33,33,32,32,33,2021-02-25,"CH"
2021-02-01,67,67,67,67,67,67,67,67,68,68,69,67,67,68,2021-02-25,"CH"
2021-02-02,55,55,55,55,55,55,55,56,56,56,57,55,55,56.05,2021-02-25,"CH"
2021-02-03,55,55,55,55,55,55,55,56,56,56,57,55,55,57,2021-02-25,"CH"
2021-02-04,52,52,52,52,52,52,53,53,53,54,55,52,52,54,2021-02-25,"CH"
2021-02-05,47,47,47,47,47,47,48,48,48,49,50,47,47,49,2021-02-25,"CH"
2021-02-06,30,30,30,30,30,31,31,31,31,32,33,30,31,33,2021-02-25,"CH"
2021-02-07,41,41,41,41,41,42,42,42,43,43,44,41,42,44,2021-02-25,"CH"
2021-02-08,52,52,52,52,52,53,53,54,54,55,56,52,53,55,2021-02-25,"CH"
2021-02-09,37,37,37,37,38,38,39,39,39,40,41,37,38,41,2021-02-25,"CH"
2021-02-10,39,39,39,40,40,40,41,41,42,42,44,39,40,43,2021-02-25,"CH"
2021-02-11,42,42,42,43,43,44,44,45,45,46,48,42,44,47,2021-02-25,"CH"
2021-02-12,37,37,38,38,38,39,40,40,41,42,43,37,39,43,2021-02-25,"CH"
2021-02-13,21,21,22,22,23,23,24,25,25,26,28,21,23,27,2021-02-25,"CH"
2021-02-14,26,27,27,27,28,29,29,30,31,32,35,26,29,33,2021-02-25,"CH"
2021-02-15,29,30,31,31,31,32,33,34,34,36,38,29,32,37,2021-02-25,"CH"
2021-02-16,34,35,36,36,37,38,39,40,40,42,45,35,38,44,2021-02-25,"CH"
2021-02-17,45,46,47,47,48,49,50,51,51,53,57,45,49,55,2021-02-25,"CH"
2021-02-18,53,54,55,55,56,58,59,60,61,63,65,53,58,64,2021-02-25,"CH"
2021-02-19,30,31,32,32,33,35,36,38,39,41,46,30,35,43.05,2021-02-25,"CH"
2021-02-20,10,11,13,13,15,16,18,20,21,23,29,10.95,16,26,2021-02-25,"CH"
2021-02-21,19,21,23,24,25,27,29,31,32,35,40,20,27,37,2021-02-25,"CH"
2021-02-22,34,37,38,39,41,43,45,47,49,53,60,35,43,57,2021-02-25,"CH"
2021-02-23,24,27,29,30,32,34,37,40,41,45,54.025,25,34,50,2021-02-25,"CH"
2021-02-24,12,14,17,18,20,23,27,30,32,38,50.025,13,23,44,2021-02-25,"CH"
2021-02-25,6,10,13,14,17,21,24,28,30,36.1,54.025,7,21,45,2021-02-25,"CH"
2021-01-22,83,83,83,83,83,83,83,83,83,83,83,83,83,83,2021-02-26,"CH"
2021-01-23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-02-26,"CH"
2021-01-24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2021-02-26,"CH"
2021-01-25,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2021-02-26,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2021-02-26,"CH"
2021-01-27,64,64,64,64,64,64,64,64,64,64,65,64,64,64,2021-02-26,"CH"
2021-01-28,62,62,62,62,62,62,62,62,62,62,63,62,62,62,2021-02-26,"CH"
2021-01-29,54,54,54,54,54,54,54,54,54,54,55,54,54,54,2021-02-26,"CH"
2021-01-30,43,43,43,43,43,43,43,43,43,43,44,43,43,44,2021-02-26,"CH"
2021-01-31,32,32,32,32,32,32,32,32,32,33,33,32,32,33,2021-02-26,"CH"
2021-02-01,67,67,67,67,67,67,67,67,67,68,68,67,67,68,2021-02-26,"CH"
2021-02-02,55,55,55,55,55,55,55,55,56,56,57,55,55,56,2021-02-26,"CH"
2021-02-03,55,55,55,55,55,55,55,56,56,56,57,55,55,56,2021-02-26,"CH"
2021-02-04,54,54,54,54,54,54,54,55,55,55,56,54,54,56,2021-02-26,"CH"
2021-02-05,47,47,47,47,47,47,48,48,48,48,49,47,47,49,2021-02-26,"CH"
2021-02-06,30,30,30,30,30,30,31,31,31,32,33,30,30,32,2021-02-26,"CH"
2021-02-07,41,41,41,41,41,42,42,42,42,43,44,41,42,44,2021-02-26,"CH"
2021-02-08,52,52,52,52,52,53,53,53,54,54,55,52,53,55,2021-02-26,"CH"
2021-02-09,37,37,37,37,37,38,38,39,39,40,41,37,38,40,2021-02-26,"CH"
2021-02-10,39,39,39,39,40,40,40,41,41,42,43,39,40,43,2021-02-26,"CH"
2021-02-11,42,42,42,42,43,43,44,44,45,45,47,42,43,46,2021-02-26,"CH"
2021-02-12,37,37,37,38,38,38,39,40,40,41,43,37,38,42,2021-02-26,"CH"
2021-02-13,21,21,22,22,22,23,23,24,24,26,28,21,23,27,2021-02-26,"CH"
2021-02-14,26,26,27,27,27.65,28,29,29,30,31,33,26,28,32,2021-02-26,"CH"
2021-02-15,30,31,31,31,32,33,33,34,34,36,38,30,33,37,2021-02-26,"CH"
2021-02-16,34,35,35,36,36,37,38,39,39,40.1,43,34,37,42,2021-02-26,"CH"
2021-02-17,45,46,47,47,48,49,49,50,51,53,55.025,46,49,54,2021-02-26,"CH"
2021-02-18,53,54,54,55,55,56,58,59,59,61,64,53,56,62,2021-02-26,"CH"
2021-02-19,32,33,34,34,35,36,38,39,39,41,45,32,36,43,2021-02-26,"CH"
2021-02-20,10,11,13,13,14,15,17,18,19,21,26,11,15,24,2021-02-26,"CH"
2021-02-21,19,20,21,22,23,25,26,28,29,31,36.025,19,25,34,2021-02-26,"CH"
2021-02-22,36,38,39,40,41,43,45,46,47,50,56,37,43,53,2021-02-26,"CH"
2021-02-23,29,31,33,34,35,37,39,41,42,45,53,30,37,49,2021-02-26,"CH"
2021-02-24,27,29,31,32,34,36,39,41,43,47,56,28,36,51,2021-02-26,"CH"
2021-02-25,13,15,17,18,20,23,26,29,30,36,48.025,14,23,43.05,2021-02-26,"CH"
2021-02-26,6.975,10,12,13,16,19,23,26,27,35,45,8,19,41,2021-02-26,"CH"
2021-01-23,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2021-02-27,"CH"
2021-01-24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2021-02-27,"CH"
2021-01-25,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2021-02-27,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2021-02-27,"CH"
2021-01-27,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2021-02-27,"CH"
2021-01-28,62,62,62,62,62,62,62,62,62,62,63,62,62,62,2021-02-27,"CH"
2021-01-29,54,54,54,54,54,54,54,54,54,54,55,54,54,55,2021-02-27,"CH"
2021-01-30,43,43,43,43,43,43,43,43,43,43,44,43,43,44,2021-02-27,"CH"
2021-01-31,32,32,32,32,32,32,32,32,32,33,33,32,32,33,2021-02-27,"CH"
2021-02-01,67,67,67,67,67,67,67,67,67,68,68,67,67,68,2021-02-27,"CH"
2021-02-02,55,55,55,55,55,55,55,55,55,56,56,55,55,56,2021-02-27,"CH"
2021-02-03,55,55,55,55,55,55,55,56,56,56,57,55,55,56,2021-02-27,"CH"
2021-02-04,54,54,54,54,54,54,54,55,55,55,56,54,54,56,2021-02-27,"CH"
2021-02-05,47,47,47,47,47,47,48,48,48,48,49,47,47,49,2021-02-27,"CH"
2021-02-06,30,30,30,30,30,30,31,31,31,32,33,30,30,32,2021-02-27,"CH"
2021-02-07,41,41,41,41,41,42,42,42,42,43,44,41,42,43,2021-02-27,"CH"
2021-02-08,52,52,52,52,52,53,53,53,54,54,55,52,53,55,2021-02-27,"CH"
2021-02-09,37,37,37,37,37,38,38,39,39,39,40,37,38,40,2021-02-27,"CH"
2021-02-10,39,39,39,39,40,40,41,41,41,42,43.025,39,40,43,2021-02-27,"CH"
2021-02-11,42,42,42,43,43,43,44,44,45,46,47,42,43,46,2021-02-27,"CH"
2021-02-12,37,37,37,38,38,39,39,40,40,41,42,37,39,42,2021-02-27,"CH"
2021-02-13,21,21,22,22,22,23,24,24,25,26,27,21,23,26,2021-02-27,"CH"
2021-02-14,26,26,27,27,27,28,29,30,30,31,33,26,28,32,2021-02-27,"CH"
2021-02-15,30,31,31,31,32,33,33,34,35,36,38,30,33,37,2021-02-27,"CH"
2021-02-16,34,35,35,36,36,37,38,39,39,41,43,34,37,42,2021-02-27,"CH"
2021-02-17,45,46,47,47,48,49,50,50,51,53,55,46,49,54,2021-02-27,"CH"
2021-02-18,53,54,54,55,55,57,58,58,59,61,64,53,57,62,2021-02-27,"CH"
2021-02-19,32,33,34,35,35.65,37,38,39,40,42,47,32.95,37,44.05,2021-02-27,"CH"
2021-02-20,10,12,13,13,14,15,17,18,19,21,25,11,15,23,2021-02-27,"CH"
2021-02-21,19,20,22,22,23,25,27,28,29,32,37.025,19,25,35,2021-02-27,"CH"
2021-02-22,36,38,40,41,42,44,45,47,48,51.1,58,37,44,55,2021-02-27,"CH"
2021-02-23,29,31,33,34,35.65,38,40,42,43,47,53,30,38,50,2021-02-27,"CH"
2021-02-24,27,29,32,33,34,37,40,42,43,48,56.025,28,37,52,2021-02-27,"CH"
2021-02-25,13,15,18,19,21,24,27,30,32,37.1,47.025,14,24,44,2021-02-27,"CH"
2021-02-26,7,10,13,15,17,20,24,28,31,37,46.025,8,20,42,2021-02-27,"CH"
2021-02-27,8,12,16,17,20,24,29,33,36,44,59,10,24,53,2021-02-27,"CH"
2021-01-24,32,32,32,32,32,32,32,32,32,32,32,32,32,32,2021-02-28,"CH"
2021-01-25,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2021-02-28,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2021-02-28,"CH"
2021-01-27,64,64,64,64,64,64,64,64,64,64,65,64,64,64,2021-02-28,"CH"
2021-01-28,62,62,62,62,62,62,62,62,62,62,63,62,62,62,2021-02-28,"CH"
2021-01-29,54,54,54,54,54,54,54,54,54,54,55,54,54,54.05,2021-02-28,"CH"
2021-01-30,43,43,43,43,43,43,43,43,43,43,44,43,43,44,2021-02-28,"CH"
2021-01-31,32,32,32,32,32,32,32,32,32,33,33,32,32,33,2021-02-28,"CH"
2021-02-01,67,67,67,67,67,67,67,67,67,68,68,67,67,68,2021-02-28,"CH"
2021-02-02,55,55,55,55,55,55,55,55,55,56,56,55,55,56,2021-02-28,"CH"
2021-02-03,55,55,55,55,55,55,55,55,56,56,57,55,55,56,2021-02-28,"CH"
2021-02-04,54,54,54,54,54,54,54,55,55,55,56,54,54,56,2021-02-28,"CH"
2021-02-05,47,47,47,47,47,47,47,48,48,48,49,47,47,49,2021-02-28,"CH"
2021-02-06,30,30,30,30,30,30,31,31,31,32,32,30,30,32,2021-02-28,"CH"
2021-02-07,41,41,41,41,41,41,42,42,42,43,44,41,41,43,2021-02-28,"CH"
2021-02-08,52,52,52,52,52,52,53,53,53,54,55,52,52,55,2021-02-28,"CH"
2021-02-09,37,37,37,37,37,38,38,38,39,39,40,37,38,40,2021-02-28,"CH"
2021-02-10,39,39,39,39,39,40,40,40,41,42,43,39,40,42,2021-02-28,"CH"
2021-02-11,42,42,42,42,43,43,44,44,44,45,47,42,43,46,2021-02-28,"CH"
2021-02-12,37,37,37,37,38,38,39,39,40,40,42,37,38,41,2021-02-28,"CH"
2021-02-13,21,21,21,22,22,23,23,24,24,25,27,21,23,26,2021-02-28,"CH"
2021-02-14,26,26,27,27,27,28,28,29,29,31,33,26,28,32,2021-02-28,"CH"
2021-02-15,30,30,31,31,32,32,33,34,34,35,37,30,32,36,2021-02-28,"CH"
2021-02-16,34,35,35,36,36,37,37,38,39,40,42,34,37,41,2021-02-28,"CH"
2021-02-17,45,46,47,47,47,48,49,50,50,52,55,45,48,54,2021-02-28,"CH"
2021-02-18,52,53,54,54,55,56,57,58,59,60,64,53,56,62,2021-02-28,"CH"
2021-02-19,32,33,34,34,35,36,37,38,39,41,44,32,36,42,2021-02-28,"CH"
2021-02-20,10,11,12,13,14,15,16,17.25,18,20,24,10,15,22,2021-02-28,"CH"
2021-02-21,19,20,21,22,23,24,26,27,28,31,36,19,24,33,2021-02-28,"CH"
2021-02-22,36,38,39,40,41,43,45,46,47,50,55,37,43,53.05,2021-02-28,"CH"
2021-02-23,28,30,32,33,34,36,39,41,43,47,53.025,29,36,50,2021-02-28,"CH"
2021-02-24,27,29,31,32,33,36,38,40,41,45,53.025,28,36,49,2021-02-28,"CH"
2021-02-25,11,14,17,18,19,22,25,28,30,34,44,13,22,39,2021-02-28,"CH"
2021-02-26,5,9,11,13,15,18,22,25,28,34,45,7,18,40,2021-02-28,"CH"
2021-02-27,7.975,11,14,16,18,22,26,30,33,40.1,59,9,22,49.05,2021-02-28,"CH"
2021-02-28,8,13,17,18,21,26,31,36.25,40,48,66,10,26,56.05,2021-02-28,"CH"
2021-01-25,70,70,70,70,70,70,70,70,70,70,70,70,70,70,2021-03-01,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2021-03-01,"CH"
2021-01-27,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2021-03-01,"CH"
2021-01-28,62,62,62,62,62,62,62,62,62,62,62,62,62,62,2021-03-01,"CH"
2021-01-29,54,54,54,54,54,54,54,54,54,54,55,54,54,54,2021-03-01,"CH"
2021-01-30,43,43,43,43,43,43,43,43,43,43,44,43,43,43,2021-03-01,"CH"
2021-01-31,32,32,32,32,32,32,32,32,32,32,33,32,32,33,2021-03-01,"CH"
2021-02-01,67,67,67,67,67,67,67,67,67,67,68,67,67,68,2021-03-01,"CH"
2021-02-02,55,55,55,55,55,55,55,55,55,56,56,55,55,56,2021-03-01,"CH"
2021-02-03,55,55,55,55,55,55,55,55,55,56,56,55,55,56,2021-03-01,"CH"
2021-02-04,54,54,54,54,54,54,54,54,54,55,55,54,54,55,2021-03-01,"CH"
2021-02-05,48,48,48,48,48,48,48,48,49,49,49.025,48,48,49,2021-03-01,"CH"
2021-02-06,30,30,30,30,30,30,30,30,31,31,32,30,30,31,2021-03-01,"CH"
2021-02-07,41,41,41,41,41,41,41,42,42,42,43,41,41,43,2021-03-01,"CH"
2021-02-08,52,52,52,52,52,52,52,53,53,53,54,52,52,54,2021-03-01,"CH"
2021-02-09,37,37,37,37,37,37,38,38,38,39,40,37,37,39,2021-03-01,"CH"
2021-02-10,39,39,39,39,39,39,40,40,40,41,42,39,39,41,2021-03-01,"CH"
2021-02-11,43,43,43,43,43,44,44,44,44,45,46,43,44,45,2021-03-01,"CH"
2021-02-12,38,38,38,38,38,39,39,39,40,40,41,38,39,41,2021-03-01,"CH"
2021-02-13,22,22,22,22,22,23,23,24,24,25,26,22,23,25,2021-03-01,"CH"
2021-02-14,28,28,28,28,29,29,30,30,31,31,33,28,29,32,2021-03-01,"CH"
2021-02-15,30,30,30,31,31,31,32,33,33,34,35.025,30,31,35,2021-03-01,"CH"
2021-02-16,35,35,36,36,36,37,38,38,39,40,41,35,37,40,2021-03-01,"CH"
2021-02-17,46,46,47,47,48,48,49,50,50,51,53,46,48,52,2021-03-01,"CH"
2021-02-18,54,55,55,56,56,57,58,59,60,61,63.025,54,57,62,2021-03-01,"CH"
2021-02-19,35,35,36,37,37,38,39,40,41,43,45,35,38,44,2021-03-01,"CH"
2021-02-20,11,12,13,13,14,15,16,18,18,20,24.025,11,15,22,2021-03-01,"CH"
2021-02-21,21,22,23,23,24,26,27,28.25,29,32,36,21,26,33.05,2021-03-01,"CH"
2021-02-22,38,40,41,42,43,44,46,48,49,52,58,39,44,55,2021-03-01,"CH"
2021-02-23,34,36,38,39,40,42,45,47,48,51.1,60,35,42,56,2021-03-01,"CH"
2021-02-24,38,40,43,44,45,48,51,55,56,60,68,39,48,64,2021-03-01,"CH"
2021-02-25,34,38,40,41,44,47,51,54,56,62.1,73,36,47,69,2021-03-01,"CH"
2021-02-26,14,18,21,22,24,28,33,37,39,45,58,16,28,52,2021-03-01,"CH"
2021-02-27,9,13,17,18,20,25,30,34,37,44,57.025,11,25,50.05,2021-03-01,"CH"
2021-02-28,9.975,14,19,21,23,28,34,37,40,49,65.025,12,28,57,2021-03-01,"CH"
2021-03-01,11,16,20,22,25,29,36,40,44,51.1,66.025,13,29,60,2021-03-01,"CH"
2021-01-26,81,81,81,81,81,81,81,81,81,81,81,81,81,81,2021-03-02,"CH"
2021-01-27,64,64,64,64,64,64,64,64,64,64,64,64,64,64,2021-03-02,"CH"
2021-01-28,62,62,62,62,62,62,62,62,62,62,62,62,62,62,2021-03-02,"CH"
2021-01-29,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2021-03-02,"CH"
2021-01-30,43,43,43,43,43,43,43,43,43,43,44,43,43,43,2021-03-02,"CH"
2021-01-31,33,33,33,33,33,33,33,33,33,33,34,33,33,33,2021-03-02,"CH"
2021-02-01,67,67,67,67,67,67,67,67,67,67,68,67,67,68,2021-03-02,"CH"
2021-02-02,56,56,56,56,56,56,56,56,56,56,57,56,56,57,2021-03-02,"CH"
2021-02-03,55,55,55,55,55,55,55,55,55,55,56,55,55,56,2021-03-02,"CH"
2021-02-04,55,55,55,55,55,55,55,55,55,56,56,55,55,56,2021-03-02,"CH"
2021-02-05,49,49,49,49,49,49,49,49,49,50,50,49,49,50,2021-03-02,"CH"
2021-02-06,30,30,30,30,30,30,30,30,30,31,32,30,30,31,2021-03-02,"CH"
2021-02-07,41,41,41,41,41,41,41,41,42,42,43,41,41,42,2021-03-02,"CH"
2021-02-08,52,52,52,52,52,52,52,53,53,53,54,52,52,53.05,2021-03-02,"CH"
2021-02-09,37,37,37,37,37,37,37,38,38,38,39,37,37,39,2021-03-02,"CH"
2021-02-10,39,39,39,39,39,39,40,40,40,41,42,39,39,41,2021-03-02,"CH"
2021-02-11,43,43,43,43,43,43,44,44,44,45,46,43,43,45,2021-03-02,"CH"
2021-02-12,39,39,39,39,39,40,40,40,40,41,42,39,40,42,2021-03-02,"CH"
