"target_end_date","q2.5","q10","q20","q25","q35","q50","q65","q75","q80","q90","q97.5","q5","median","q95","forecast_date","location"
"2020-12-28",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-01,"BS"
"2020-12-29",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-01,"BS"
"2020-12-30",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-01,"BS"
"2020-12-31",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-01,"BS"
"2021-01-01",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-01,"BS"
"2021-01-02",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-01,"BS"
"2021-01-03",1,1,1,1,1,1,1,1,1,1,1.02499999999998,1,1,1,2021-02-01,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-01,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,7,6,6,6,2021-02-01,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-01,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-01,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-01,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-01,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-01,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-01,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-02-01,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-01,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-01,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2021-02-01,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,1,1,2,0,0,1,2021-02-01,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,3,3,4,2,2,3,2021-02-01,"BS"
"2021-01-18",5,5,5,5,5,5,5,6,6,6,7,5,5,6,2021-02-01,"BS"
"2021-01-19",0,0,0,0,0,0,0.350000000000023,1,1,1,2,0,0,2,2021-02-01,"BS"
"2021-01-20",4,4,4,4,4,4,5,5,5,5,6,4,4,6,2021-02-01,"BS"
"2021-01-21",0,0,0,0,0,0,1,1,1,2,2,0,0,2,2021-02-01,"BS"
"2021-01-22",1,1,1,1,1,1,2,2,2,3,4,1,1,3,2021-02-01,"BS"
"2021-01-23",3,3,3,3,3,4,4,4,5,5,6,3,4,5.04999999999995,2021-02-01,"BS"
"2021-01-24",1,1,1,1,1,2,2,2,3,3,4,1,2,4,2021-02-01,"BS"
"2021-01-25",1,1,1,1,2,2,2,3,3,4,5,1,2,4,2021-02-01,"BS"
"2021-01-26",0,0,0,0,1,1,2,2,2,3,4,0,1,4,2021-02-01,"BS"
"2021-01-27",2,2,2,2.75,3,3,4,4,5,5,7,2,3,6,2021-02-01,"BS"
"2021-01-28",1,1,2,2,2,2,3,4,4,5,6,1,2,5,2021-02-01,"BS"
"2021-01-29",1,1,2,2,2,3,3,4,4,5,7,1,3,6,2021-02-01,"BS"
"2021-01-30",0,0,1,1,1,2,3,3,3,4,6,0,2,5,2021-02-01,"BS"
"2021-01-31",0,0,1,1,1,2,3,3,3,4,6,0,2,5,2021-02-01,"BS"
"2021-02-01",0,0,1,1,1,2,3,3,3,4,6,0,2,5,2021-02-01,"BS"
"2020-12-29",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-02,"BS"
"2020-12-30",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-02,"BS"
"2020-12-31",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-02,"BS"
"2021-01-01",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-02,"BS"
"2021-01-02",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-02,"BS"
"2021-01-03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-02,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-02,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,7,6,6,6,2021-02-02,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-02,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-02,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-02,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-02,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-02,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-02,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-02-02,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-02,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-02,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2021-02-02,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-02,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,3,3,4,2,2,3,2021-02-02,"BS"
"2021-01-18",5,5,5,5,5,5,5,5,6,6,7,5,5,6,2021-02-02,"BS"
"2021-01-19",0,0,0,0,0,0,0,1,1,1,2,0,0,1,2021-02-02,"BS"
"2021-01-20",4,4,4,4,4,4,4,5,5,5,6,4,4,6,2021-02-02,"BS"
"2021-01-21",0,0,0,0,0,0,0,1,1,1,2,0,0,2,2021-02-02,"BS"
"2021-01-22",1,1,1,1,1,1,2,2,2,2.10000000000002,3,1,1,3,2021-02-02,"BS"
"2021-01-23",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-02,"BS"
"2021-01-24",1,1,1,1,1,1,2,2,2,3,4,1,1,3,2021-02-02,"BS"
"2021-01-25",1,1,1,1,1,2,2,2,3,3,4,1,2,4,2021-02-02,"BS"
"2021-01-26",0,0,0,0,0,1,1,2,2,2,4,0,1,3,2021-02-02,"BS"
"2021-01-27",2,2,2,2,3,3,3,4,4,5,6,2,3,5,2021-02-02,"BS"
"2021-01-28",1,1,1,1,2,2,3,3,3,4,5.02499999999998,1,2,5,2021-02-02,"BS"
"2021-01-29",1,1,1,1,2,2,3,3,4,4,6,1,2,5,2021-02-02,"BS"
"2021-01-30",0,0,0,1,1,1,2,2,3,4,5,0,1,4,2021-02-02,"BS"
"2021-01-31",1,1,2,2,2,3,3,4,4,5,7,1,3,6,2021-02-02,"BS"
"2021-02-01",0,0,1,1,1,2,2,3,3,4,6,0,2,5,2021-02-02,"BS"
"2021-02-02",0,0,1,1,1,2,2,3,3,4,6.02499999999998,0,2,5,2021-02-02,"BS"
"2020-12-30",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-03,"BS"
"2020-12-31",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-03,"BS"
"2021-01-01",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-03,"BS"
"2021-01-02",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-03,"BS"
"2021-01-03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-03,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-03,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-02-03,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-03,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-03,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-03,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,4,3,3,3.04999999999995,2021-02-03,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-03,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-03,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-02-03,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-03,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-03,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2021-02-03,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,0,1,2,0,0,1,2021-02-03,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,3,3,4,2,2,3,2021-02-03,"BS"
"2021-01-18",5,5,5,5,5,5,5,5,6,6,7,5,5,6,2021-02-03,"BS"
"2021-01-19",0,0,0,0,0,0,0,0,1,1,2,0,0,1.04999999999995,2021-02-03,"BS"
"2021-01-20",4,4,4,4,4,4,4,5,5,5,6,4,4,6,2021-02-03,"BS"
"2021-01-21",0,0,0,0,0,0,1,1,1,1,3,0,0,2,2021-02-03,"BS"
"2021-01-22",1,1,1,1,1,1,2,2,2,2,4,1,1,3,2021-02-03,"BS"
"2021-01-23",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-03,"BS"
"2021-01-24",1,1,1,1,1,1,2,2,2,3,4.02499999999998,1,1,3,2021-02-03,"BS"
"2021-01-25",1,1,1,1,1,2,2,2,2,3,6,1,2,4,2021-02-03,"BS"
"2021-01-26",0,0,0,0,0,1,1,1,2,3,5,0,1,3,2021-02-03,"BS"
"2021-01-27",2,2,2,2,2,3,3,4,4,5,7.02499999999998,2,3,6,2021-02-03,"BS"
"2021-01-28",1,1,1,1,2,2,3,3,3,4,8.02499999999998,1,2,5,2021-02-03,"BS"
"2021-01-29",3,3,3,3,4,4,5,5,5,6,10,3,4,7,2021-02-03,"BS"
"2021-01-30",0,0,0,1,1,1,2,3,3,4,9,0,1,5,2021-02-03,"BS"
"2021-01-31",1,1,1,2,2,3,3,4,4,5,12,1,3,7,2021-02-03,"BS"
"2021-02-01",0,0,1,1,1,2,2,3,3,4,11,0,2,6,2021-02-03,"BS"
"2021-02-02",0,0,1,1,1,2,2,3,3,5,13,0,2,6,2021-02-03,"BS"
"2021-02-03",0,0,1,1,1,2,3,3,4,5,12.05,0,2,6,2021-02-03,"BS"
"2020-12-31",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-04,"BS"
"2021-01-01",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-04,"BS"
"2021-01-02",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-04,"BS"
"2021-01-03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-04,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-04,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-02-04,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-04,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-04,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-04,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-04,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-04,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-04,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-02-04,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-04,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-04,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2021-02-04,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-04,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-04,"BS"
"2021-01-18",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-02-04,"BS"
"2021-01-19",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-04,"BS"
"2021-01-20",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-02-04,"BS"
"2021-01-21",0,0,0,0,0,0,0,0,1,1,2,0,0,1,2021-02-04,"BS"
"2021-01-22",1,1,1,1,1,1,1,1,2,2,3,1,1,2,2021-02-04,"BS"
"2021-01-23",3,3,3,3,3,3,3,4,4,4,5,3,3,4,2021-02-04,"BS"
"2021-01-24",1,1,1,1,1,1,1,2,2,2,3,1,1,3,2021-02-04,"BS"
"2021-01-25",1,1,1,1,1,1,2,2,2,2,3,1,1,3,2021-02-04,"BS"
"2021-01-26",0,0,0,0,0,0,1,1,1,2,2,0,0,2,2021-02-04,"BS"
"2021-01-27",2,2,2,2,2,2,3,3,3,4,5,2,2,4,2021-02-04,"BS"
"2021-01-28",1,1,1,1,1,2,2,2,2,3,4,1,2,3,2021-02-04,"BS"
"2021-01-29",3,3,3,3,3,4,4,4,5,5,6,3,4,6,2021-02-04,"BS"
"2021-01-30",0,0,0,0,0,1,1,2,2,2,3,0,1,3,2021-02-04,"BS"
"2021-01-31",1,1,1,1,1,2,2,3,3,3,5,1,2,4,2021-02-04,"BS"
"2021-02-01",0,0,0,0,1,1,1,2,2,3,4,0,1,3,2021-02-04,"BS"
"2021-02-02",0,0,0,0,1,1,2,2,2,3,4,0,1,3.04999999999995,2021-02-04,"BS"
"2021-02-03",1,1,1,1,2,2,3,3,3,4,5,1,2,5,2021-02-04,"BS"
"2021-02-04",0,0,0,1,1,1,2,2,3,3,5,0,1,4,2021-02-04,"BS"
"2021-01-01",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-05,"BS"
"2021-01-02",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-05,"BS"
"2021-01-03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-05,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-05,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-02-05,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-05,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-05,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-05,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-05,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-05,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-05,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-05,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-05,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-05,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2021-02-05,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-05,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-05,"BS"
"2021-01-18",5,5,5,5,5,5,5,5,5,5,6,5,5,6,2021-02-05,"BS"
"2021-01-19",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021-02-05,"BS"
"2021-01-20",4,4,4,4,4,4,4,4,4,4,5,4,4,5,2021-02-05,"BS"
"2021-01-21",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-05,"BS"
"2021-01-22",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2021-02-05,"BS"
"2021-01-23",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-05,"BS"
"2021-01-24",1,1,1,1,1,1,1,1,2,2,3,1,1,2,2021-02-05,"BS"
"2021-01-25",1,1,1,1,1,1,1,2,2,2,3,1,1,3,2021-02-05,"BS"
"2021-01-26",0,0,0,0,0,0,0,1,1,1,2,0,0,2,2021-02-05,"BS"
"2021-01-27",2,2,2,2,2,2,3,3,3,4,4,2,2,4,2021-02-05,"BS"
"2021-01-28",1,1,1,1,1,1,2,2,2,3,4,1,1,3,2021-02-05,"BS"
"2021-01-29",3,3,3,3,3,4,4,4,5,5,6,3,4,6,2021-02-05,"BS"
"2021-01-30",0,0,0,0,0,1,1,2,2,2,4,0,1,3,2021-02-05,"BS"
"2021-01-31",1,1,1,1,2,2,2,3,3,4,5,1,2,4,2021-02-05,"BS"
"2021-02-01",0,0,0,0,1,1,2,2,2,3,4,0,1,4,2021-02-05,"BS"
"2021-02-02",0,0,0,1,1,1,2,2,3,4,5,0,1,4,2021-02-05,"BS"
"2021-02-03",2,2,3,3,3,4,4,5,5,6,8,2,4,7,2021-02-05,"BS"
"2021-02-04",0,0,1,1,1,2,3,3,3,4,6,0,2,5,2021-02-05,"BS"
"2021-02-05",0,0,1,1,1,2,2,3,3,5,6,0,2,6,2021-02-05,"BS"
"2021-01-02",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-06,"BS"
"2021-01-03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-06,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-06,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-02-06,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-06,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-06,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-06,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-06,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,3,2,2,2,2021-02-06,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-06,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-06,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-06,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-06,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2021-02-06,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021-02-06,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-06,"BS"
"2021-01-18",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-02-06,"BS"
"2021-01-19",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-06,"BS"
"2021-01-20",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-02-06,"BS"
"2021-01-21",0,0,0,0,0,0,0,0,0.200000000000045,1,1,0,0,1,2021-02-06,"BS"
"2021-01-22",1,1,1,1,1,1,1,1,2,2,3,1,1,2,2021-02-06,"BS"
"2021-01-23",3,3,3,3,3,3,3,3,4,4,5,3,3,4,2021-02-06,"BS"
"2021-01-24",1,1,1,1,1,1,1,2,2,2,3,1,1,2,2021-02-06,"BS"
"2021-01-25",1,1,1,1,1,1,1,2,2,2,3,1,1,3,2021-02-06,"BS"
"2021-01-26",0,0,0,0,0,0,1,1,1,1,2,0,0,2,2021-02-06,"BS"
"2021-01-27",2,2,2,2,2,2,3,3,3,3,4,2,2,4,2021-02-06,"BS"
"2021-01-28",1,1,1,1,1,1,2,2,2,3,4,1,1,3,2021-02-06,"BS"
"2021-01-29",3,3,3,3,3,3,4,4,4,5,6,3,3,5,2021-02-06,"BS"
"2021-01-30",0,0,0,0,0,1,1,1,2,2,3,0,1,3,2021-02-06,"BS"
"2021-01-31",1,1,1,1,1,2,2,3,3,3,4,1,2,4,2021-02-06,"BS"
"2021-02-01",0,0,0,0,0,1,1,2,2,3,4,0,1,3,2021-02-06,"BS"
"2021-02-02",0,0,0,0,1,1,2,2,2,3,4,0,1,4,2021-02-06,"BS"
"2021-02-03",2,2,2,2,3,3,4,4,4,5,7,2,3,6,2021-02-06,"BS"
"2021-02-04",0,0,0,0.75,1,1,2,2,3,3,5,0,1,4,2021-02-06,"BS"
"2021-02-05",0,0,1,1,1,1,2,2.25,3,4,5,0,1,4,2021-02-06,"BS"
"2021-02-06",0,0,0,1,1,2,2,3,3,4,5,0,2,5,2021-02-06,"BS"
"2021-01-03",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-02-07,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-07,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-02-07,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-07,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-07,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-07,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-07,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-07,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-07,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-07,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-07,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,3,4,3,3,4,2021-02-07,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2021-02-07,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021-02-07,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,2,3,3,2,2,3,2021-02-07,"BS"
"2021-01-18",5,5,5,5,5,5,5,5,5,6,6,5,5,6,2021-02-07,"BS"
"2021-01-19",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-07,"BS"
"2021-01-20",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-02-07,"BS"
"2021-01-21",0,0,0,0,0,0,0,0,0.200000000000045,1,1,0,0,1,2021-02-07,"BS"
"2021-01-22",1,1,1,1,1,1,1,1,2,2,3,1,1,2,2021-02-07,"BS"
"2021-01-23",3,3,3,3,3,3,3,4,4,4,5,3,3,4,2021-02-07,"BS"
"2021-01-24",1,1,1,1,1,1,1,2,2,2,3,1,1,3,2021-02-07,"BS"
"2021-01-25",1,1,1,1,1,1,1,2,2,2,3,1,1,3,2021-02-07,"BS"
"2021-01-26",0,0,0,0,0,0,1,1,1,1,2,0,0,2,2021-02-07,"BS"
"2021-01-27",2,2,2,2,2,2,3,3,3,4,5,2,2,4,2021-02-07,"BS"
"2021-01-28",1,1,1,1,1,1,2,2,2,3,4,1,1,3,2021-02-07,"BS"
"2021-01-29",3,3,3,3,3,4,4,4,4,5,6,3,4,6,2021-02-07,"BS"
"2021-01-30",0,0,0,0,0,1,1,1,2,2,3,0,1,3,2021-02-07,"BS"
"2021-01-31",1,1,1,1,1,2,2,3,3,3,4,1,2,4,2021-02-07,"BS"
"2021-02-01",0,0,0,0,1,1,2,2,2,3,4.02499999999998,0,1,4,2021-02-07,"BS"
"2021-02-02",0,0,0,0,1,1,2,2,2,3,5,0,1,4,2021-02-07,"BS"
"2021-02-03",2,2,2,2,3,3,4,4,5,6,8,2,3,6,2021-02-07,"BS"
"2021-02-04",0,0,0,1,1,1,2,3,3,4,6,0,1,5,2021-02-07,"BS"
"2021-02-05",0,0,1,1,1,2,2,3,3,4,6.02499999999998,0,2,5.04999999999995,2021-02-07,"BS"
"2021-02-06",0,0,0,1,1,2,2,3,3,4,7,0,2,6,2021-02-07,"BS"
"2021-02-07",0,0,1,1,1,2,2,3,3,5,8,0,2,6,2021-02-07,"BS"
"2021-01-04",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-08,"BS"
"2021-01-05",6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-02-08,"BS"
"2021-01-06",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-08,"BS"
"2021-01-07",4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-02-08,"BS"
"2021-01-08",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-08,"BS"
"2021-01-09",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-08,"BS"
"2021-01-10",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-02-08,"BS"
"2021-01-11",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-02-08,"BS"
"2021-01-12",4,4,4,4,4,4,4,4,4,4,5,4,4,4,2021-02-08,"BS"
"2021-01-13",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-08,"BS"
"2021-01-14",3,3,3,3,3,3,3,3,3,3,4,3,3,3,2021-02-08,"BS"
"2021-01-15",1,1,1,1,1,1,1,1,1,1,2,1,1,1.04999999999995,2021-02-08,"BS"
"2021-01-16",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021-02-08,"BS"
"2021-01-17",2,2,2,2,2,2,2,2,2,2,3,2,2,3,2021-02-08,"BS"
"2021-01-18",6,6,6,6,6,6,6,6,6,6,7,6,6,7,2021-02-08,"BS"
"2021-01-19",0,0,0,0,0,0,0,0,0,0,1,0,0,1,2021-02-08,"BS"
"2021-01-20",4,4,4,4,4,4,4,4,4,5,5,4,4,5,2021-02-08,"BS"
"2021-01-21",0,0,0,0,0,0,0,0,0,1,1,0,0,1,2021-02-08,"BS"
"2021-01-22",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2021-02-08,"BS"
"2021-01-23",3,3,3,3,3,3,3,3,3,4,4,3,3,4,2021-02-08,"BS"
"2021-01-24",1,1,1,1,1,1,1,1,1,2,2,1,1,2,2021-02-08,"BS"
"2021-01-25",1,1,1,1,1,1,1,1,2,2,2.02499999999998,1,1,2,2021-02-08,"BS"
"2021-01-26",0,0,0,0,0,0,0,0,1,1,2,0,0,1,2021-02-08,"BS"
"2021-01-27",2,2,2,2,2,2,2,3,3,3,4,2,2,3,2021-02-08,"BS"
"2021-01-28",1,1,1,1,1,1,1,2,2,2,3,1,1,3,2021-02-08,"BS"
"2021-01-29",3,3,3,3,3,3,3,4,4,4,5,3,3,5,2021-02-08,"BS"
"2021-01-30",0,0,0,0,0,0,1,1,1,1,2,0,0,2,2021-02-08,"BS"
"2021-01-31",1,1,1,1,1,1,2,2,2,3,4,1,1,3,2021-02-08,"BS"
"2021-02-01",0,0,0,0,0,0,1,1,1,2,3,0,0,2,2021-02-08,"BS"
"2021-02-02",0,0,0,0,0,0,1,1,1,2,3,0,0,3,2021-02-08,"BS"
"2021-02-03",2,2,2,2,2,3,3,3,3,4,5,2,3,4,2021-02-08,"BS"
"2021-02-04",0,0,0,0,0,1,1,1,2,2,3,0,1,3,2021-02-08,"BS"
"2021-02-05",1,1,1,1,1,2,2,3,3,3,5,1,2,4,2021-02-08,"BS"
"2021-02-06",0,0,0,0,0,1,1,2,2,3,4,0,1,3,2021-02-08,"BS"
"2021-02-07",0,0,0,0,0,1,1,2,2,3,4,0,1,3,2021-02-08,"BS"
